,RaceId,DriverId,ConstructorId,GridNumber,DriverPosition
6604,308,78,40,0,\N
6605,308,128,40,0,\N
6606,308,142,42,0,\N
6607,308,129,36,0,\N
6608,309,137,22,8,1
6609,309,131,25,9,2
6610,309,119,3,1,3
6611,309,110,17,11,4
6612,309,92,17,14,5
6613,309,95,3,2,6
6614,309,94,18,18,7
6615,309,100,27,26,8
6616,309,139,35,10,9
6617,309,138,25,12,10
6618,309,127,41,23,\N
6619,309,109,35,17,\N
6620,309,140,29,25,\N
6621,309,122,41,13,\N
6622,309,55,6,7,\N
6623,309,103,26,19,\N
6624,309,117,6,4,\N
6625,309,123,27,16,\N
6626,309,102,1,3,\N
6627,309,57,32,24,\N
6628,309,84,34,20,\N
6629,309,81,18,15,\N
6630,309,90,22,5,\N
6631,309,77,1,6,\N
6632,309,88,26,22,\N
6633,309,105,29,21,\N
6634,309,120,39,0,\N
6635,309,99,39,0,\N
6636,309,87,34,0,\N
6637,309,65,32,0,\N
6638,309,129,36,0,\N
6639,309,78,40,0,\N
6640,309,128,40,0,\N
6641,309,142,42,0,\N
6642,310,119,3,1,1
6643,310,95,3,2,2
6644,310,102,1,3,3
6645,310,110,17,11,4
6646,310,90,22,9,5
6647,310,103,26,23,6
6648,310,81,18,14,7
6649,310,123,27,10,8
6650,310,57,32,24,9
6651,310,65,32,25,10
6652,310,131,25,8,11
6653,310,138,25,13,12
6654,310,87,34,12,\N
6655,310,92,17,20,\N
6656,310,88,26,19,\N
6657,310,137,22,6,\N
6658,310,55,6,4,\N
6659,310,109,35,16,\N
6660,310,105,29,26,\N
6661,310,84,34,17,\N
6662,310,122,41,22,\N
6663,310,117,6,7,\N
6664,310,127,41,18,\N
6665,310,129,36,21,\N
6666,310,77,1,5,\N
6667,310,94,18,15,\N
6668,310,100,27,0,\N
6669,310,99,39,0,\N
6670,310,140,29,0,\N
6671,310,120,39,0,\N
6672,310,78,40,0,\N
6673,310,128,40,0,\N
6674,310,142,42,0,\N
6675,310,139,35,0,\N
6676,311,95,3,4,1
6677,311,117,6,2,2
6678,311,102,1,3,3
6679,311,55,6,6,4
6680,311,119,3,1,5
6681,311,110,17,13,6
6682,311,127,41,9,7
6683,311,137,22,7,8
6684,311,94,18,12,9
6685,311,65,32,20,10
6686,311,100,27,14,11
6687,311,123,27,16,12
6688,311,90,22,8,\N
6689,311,131,25,11,\N
6690,311,129,36,21,\N
6691,311,103,26,23,\N
6692,311,109,35,26,\N
6693,311,87,34,17,\N
6694,311,88,26,22,\N
6695,311,105,29,25,\N
6696,311,84,34,24,\N
6697,311,138,25,18,\N
6698,311,81,18,10,\N
6699,311,122,41,15,\N
6700,311,77,1,5,\N
6701,311,92,17,19,\N
6702,311,57,32,0,\N
6703,311,120,39,0,\N
6704,311,99,39,0,\N
6705,311,140,29,0,\N
6706,311,139,35,0,\N
6707,311,78,40,0,\N
6708,311,128,40,0,\N
6709,311,142,42,0,\N
6710,312,95,3,1,1
6711,312,77,1,4,2
6712,312,117,6,5,3
6713,312,102,1,2,4
6714,312,137,22,8,5
6715,312,92,17,17,6
6716,312,131,25,10,7
6717,312,138,25,15,8
6718,312,94,18,23,9
6719,312,139,35,18,10
6720,312,81,18,20,11
6721,312,57,32,25,12
6722,312,109,35,11,13
6723,312,65,32,24,14
6724,312,87,34,12,\N
6725,312,110,17,13,\N
6726,312,55,6,6,\N
6727,312,88,26,22,\N
6728,312,123,27,19,\N
6729,312,84,34,14,\N
6730,312,105,29,26,\N
6731,312,127,41,9,\N
6732,312,90,22,7,\N
6733,312,103,26,21,\N
6734,312,122,41,16,\N
6735,312,119,3,3,\N
6736,312,100,27,0,\N
6737,312,140,29,0,\N
6738,312,120,39,0,\N
6739,312,99,39,0,\N
6740,312,129,36,0,\N
6741,312,78,40,0,\N
6742,312,128,40,0,\N
6743,312,142,42,0,\N
6744,313,95,3,1,1
6745,313,119,3,4,2
6746,313,55,6,6,3
6747,313,77,1,3,4
6748,313,110,17,7,5
6749,313,92,17,11,6
6750,313,102,1,2,7
6751,313,90,22,9,8
6752,313,123,27,17,9
6753,313,139,35,18,10
6754,313,84,34,15,11
6755,313,87,34,21,12
6756,313,131,25,14,13
6757,313,117,6,5,\N
6758,313,122,41,12,\N
6759,313,109,35,20,\N
6760,313,137,22,8,\N
6761,313,138,25,13,\N
6762,313,100,27,26,\N
6763,313,127,41,16,\N
6764,313,57,32,23,\N
6765,313,88,26,22,\N
6766,313,81,18,19,\N
6767,313,94,18,10,\N
6768,313,103,26,25,\N
6769,313,78,40,24,\N
6770,313,105,29,0,\N
6771,313,143,32,0,\N
6772,313,99,39,0,\N
6773,313,128,40,0,\N
6774,313,129,36,0,\N
6775,313,133,29,0,\N
6776,313,120,39,0,\N
6777,313,142,42,0,\N
6778,314,102,1,1,1
6779,314,95,3,3,2
6780,314,119,3,2,3
6781,314,77,1,5,4
6782,314,55,6,6,5
6783,314,122,41,9,6
6784,314,110,17,17,7
6785,314,90,22,15,8
6786,314,92,17,16,9
6787,314,100,27,25,10
6788,314,127,41,13,11
6789,314,131,25,8,12
6790,314,81,18,23,13
6791,314,57,32,26,14
6792,314,138,25,14,15
6793,314,78,40,24,16
6794,314,123,27,19,17
6795,314,94,18,18,\N
6796,314,87,34,20,\N
6797,314,84,34,10,\N
6798,314,109,35,12,\N
6799,314,137,22,11,\N
6800,314,103,26,21,\N
6801,314,88,26,22,\N
6802,314,139,35,7,\N
6803,314,117,6,4,\N
6804,314,129,36,0,\N
6805,314,105,29,0,\N
6806,314,128,40,0,\N
6807,314,143,32,0,\N
6808,314,99,39,0,\N
6809,314,133,29,0,\N
6810,314,120,39,0,\N
6811,314,142,42,0,\N
6812,315,102,1,1,1
6813,315,77,1,4,2
6814,315,137,22,6,3
6815,315,90,22,8,4
6816,315,119,3,17,5
6817,315,87,34,13,6
6818,315,65,32,21,7
6819,315,139,35,25,8
6820,315,84,34,16,9
6821,315,129,36,23,10
6822,315,123,27,18,11
6823,315,94,18,9,12
6824,315,110,17,11,13
6825,315,131,25,10,\N
6826,315,109,35,14,\N
6827,315,55,6,5,\N
6828,315,81,18,19,\N
6829,315,57,32,24,\N
6830,315,100,27,26,\N
6831,315,95,3,3,\N
6832,315,103,26,20,\N
6833,315,122,41,12,\N
6834,315,138,25,22,\N
6835,315,117,6,2,\N
6836,315,127,41,15,\N
6837,315,30,17,7,\N
6838,315,88,26,0,\N
6839,315,78,40,0,\N
6840,315,133,29,0,\N
6841,315,128,40,0,\N
6842,315,105,29,0,\N
6843,315,99,39,0,\N
6844,315,142,42,0,\N
6845,315,120,39,0,\N
6846,316,95,3,2,1
6847,316,102,1,1,2
6848,316,117,6,5,3
6849,316,77,1,3,4
6850,316,30,22,7,5
6851,316,137,22,8,6
6852,316,110,17,14,7
6853,316,122,41,12,8
6854,316,81,18,17,9
6855,316,139,35,16,10
6856,316,100,27,22,11
6857,316,87,34,11,12
6858,316,84,34,19,13
6859,316,57,32,25,14
6860,316,127,41,18,15
6861,316,78,40,23,16
6862,316,129,36,26,\N
6863,316,109,35,20,\N
6864,316,131,25,13,\N
6865,316,55,6,6,\N
6866,316,119,3,4,\N
6867,316,138,25,15,\N
6868,316,103,26,24,\N
6869,316,94,18,10,\N
6870,316,90,17,9,\N
6871,316,123,27,21,\N
6872,316,105,29,0,\N
6873,316,143,32,0,\N
6874,316,128,40,0,\N
6875,316,88,26,0,\N
6876,316,120,39,0,\N
6877,316,99,39,0,\N
6878,316,133,29,0,\N
6879,316,142,42,0,\N
6880,317,119,3,1,1
6881,317,102,1,3,2
6882,317,55,6,6,3
6883,317,94,18,8,4
6884,317,137,22,11,5
6885,317,30,22,10,6
6886,317,127,41,7,7
6887,317,110,17,14,8
6888,317,81,18,13,9
6889,317,90,17,21,10
6890,317,100,27,23,11
6891,317,84,34,19,12
6892,317,138,25,17,13
6893,317,57,32,24,14
6894,317,105,29,22,15
6895,317,123,27,20,16
6896,317,122,41,9,17
6897,317,131,25,12,\N
6898,317,95,3,4,\N
6899,317,88,26,25,\N
6900,317,117,6,5,\N
6901,317,77,1,2,\N
6902,317,139,35,16,\N
6903,317,109,35,18,\N
6904,317,87,34,15,\N
6905,317,65,32,26,\N
6906,317,103,26,0,\N
6907,317,99,39,0,\N
6908,317,78,40,0,\N
6909,317,128,40,0,\N
6910,317,120,39,0,\N
6911,317,129,36,0,\N
6912,317,133,29,0,\N
6913,317,142,42,0,\N
6914,318,95,3,2,1
6915,318,117,6,6,2
6916,318,119,3,4,3
6917,318,55,6,7,4
6918,318,102,1,3,5
6919,318,30,22,5,6
6920,318,127,41,13,7
6921,318,109,35,15,8
6922,318,70,17,20,9
6923,318,84,34,11,10
6924,318,137,22,10,11
6925,318,99,36,22,12
6926,318,94,18,19,13
6927,318,81,18,16,14
6928,318,139,35,9,15
6929,318,131,25,14,16
6930,318,138,25,18,17
6931,318,87,34,12,\N
6932,318,100,27,25,\N
6933,318,77,1,1,\N
6934,318,105,29,24,\N
6935,318,110,17,17,\N
6936,318,57,32,21,\N
6937,318,122,41,8,\N
6938,318,103,26,23,\N
6939,318,123,27,26,\N
6940,318,88,26,0,\N
6941,318,78,40,0,\N
6942,318,143,32,0,\N
6943,318,128,40,0,\N
6944,318,133,29,0,\N
6945,318,120,39,0,\N
6946,318,129,39,0,\N
6947,319,77,1,1,1
6948,319,102,1,2,2
6949,319,119,3,5,3
6950,319,117,6,4,4
6951,319,84,34,19,5
6952,319,131,25,14,6
6953,319,137,22,10,7
6954,319,127,41,18,8
6955,319,123,27,17,9
6956,319,133,29,26,10
6957,319,99,36,24,11
6958,319,100,27,20,\N
6959,319,94,18,7,\N
6960,319,30,22,9,\N
6961,319,65,32,23,\N
6962,319,138,25,15,\N
6963,319,88,26,25,\N
6964,319,81,18,8,\N
6965,319,95,3,3,\N
6966,319,70,17,13,\N
6967,319,57,32,21,\N
6968,319,110,17,11,\N
6969,319,109,35,12,\N
6970,319,139,35,16,\N
6971,319,91,41,22,\N
6972,319,55,6,6,\N
6973,319,105,29,0,\N
6974,319,78,40,0,\N
6975,319,128,40,0,\N
6976,319,103,26,0,\N
6977,319,87,34,0,\N
6978,319,144,42,0,\N
6979,320,102,1,1,1
6980,320,95,3,3,2
6981,320,77,1,2,3
6982,320,137,22,5,4
6983,320,119,3,4,5
6984,320,81,6,8,6
6985,320,139,35,13,7
6986,320,110,17,12,8
6987,320,70,17,16,9
6988,320,131,25,9,10
6989,320,65,32,21,11
6990,320,109,35,11,12
6991,320,105,29,15,13
6992,320,127,41,14,14
6993,320,133,29,23,15
6994,320,90,18,18,16
6995,320,87,34,17,17
6996,320,100,27,22,18
6997,320,57,32,25,19
6998,320,91,41,26,20
6999,320,94,18,10,\N
7000,320,30,22,6,\N
7001,320,55,6,7,\N
7002,320,78,40,19,\N
7003,320,123,27,20,\N
7004,320,138,25,24,\N
7005,320,88,33,0,\N
7006,320,84,34,0,\N
7007,320,128,40,0,\N
7008,320,92,33,0,\N
7009,320,99,36,0,\N
7010,320,144,42,0,\N
7011,321,102,1,5,1
7012,321,55,25,4,2
7013,321,123,3,9,3
7014,321,137,22,6,4
7015,321,131,34,10,5
7016,321,138,25,11,6
7017,321,94,18,2,7
7018,321,103,33,15,8
7019,321,119,3,12,9
7020,321,105,21,21,10
7021,321,145,22,22,11
7022,321,146,21,20,12
7023,321,90,44,16,13
7024,321,127,41,25,14
7025,321,147,18,14,\N
7026,321,88,33,18,\N
7027,321,95,6,17,\N
7028,321,77,1,1,\N
7029,321,148,34,23,\N
7030,321,129,45,8,\N
7031,321,110,35,3,\N
7032,321,117,6,7,\N
7033,321,122,41,26,\N
7034,321,118,32,24,\N
7035,321,78,27,13,\N
7036,321,151,32,19,\N
7037,321,112,27,0,\N
7038,321,140,46,0,\N
7039,321,81,35,0,\N
7040,321,109,46,0,\N
7041,321,99,39,0,\N
7042,321,114,39,0,\N
7043,321,149,44,0,\N
7044,321,150,47,0,\N
7045,321,92,42,0,\N
7046,322,117,6,6,1
7047,322,77,1,2,2
7048,322,102,1,1,3
7049,322,95,6,5,4
7050,322,123,3,3,5
7051,322,137,22,13,6
7052,322,55,25,7,7
7053,322,138,25,19,8
7054,322,94,18,8,9
7055,322,145,22,15,10
7056,322,78,27,20,11
7057,322,112,27,10,12
7058,322,119,3,4,13
7059,322,81,35,16,14
7060,322,133,21,25,\N
7061,322,151,32,14,\N
7062,322,131,34,12,\N
7063,322,147,18,17,\N
7064,322,114,39,26,\N
7065,322,118,32,24,\N
7066,322,88,33,18,\N
7067,322,105,21,23,\N
7068,322,148,34,22,\N
7069,322,103,33,11,\N
7070,322,129,45,21,\N
7071,322,110,35,9,\N
7072,322,140,46,0,\N
7073,322,109,46,0,\N
7074,322,122,41,0,\N
7075,322,127,41,0,\N
7076,322,99,39,0,\N
7077,322,90,44,0,\N
7078,322,92,42,0,\N
7079,322,149,44,0,\N
7080,322,150,47,0,\N
7081,323,119,3,3,1
7082,323,77,1,2,2
7083,323,145,22,9,3
7084,323,117,6,6,4
7085,323,137,22,8,5
7086,323,55,25,7,6
7087,323,118,32,10,7
7088,323,151,32,11,8
7089,323,112,27,16,9
7090,323,78,27,20,10
7091,323,147,18,26,11
7092,323,109,46,25,12
7093,323,103,33,13,13
7094,323,129,45,22,\N
7095,323,95,6,5,\N
7096,323,148,46,23,\N
7097,323,131,34,14,\N
7098,323,110,35,17,\N
7099,323,127,41,12,\N
7100,323,123,3,4,\N
7101,323,88,33,15,\N
7102,323,102,1,1,\N
7103,323,139,35,21,\N
7104,323,122,41,18,\N
7105,323,138,25,19,\N
7106,323,90,44,24,\N
7107,323,94,18,0,\N
7108,323,133,21,0,\N
7109,323,105,21,0,\N
7110,323,101,34,0,\N
7111,323,92,42,0,\N
7112,323,149,44,0,\N
7113,323,152,47,0,\N
7114,323,99,39,0,\N
7115,323,114,39,0,\N
7116,324,102,1,1,1
7117,324,55,25,3,2
7118,324,77,1,5,3
7119,324,123,3,6,4
7120,324,133,21,22,5
7121,324,103,33,24,6
7122,324,148,46,20,7
7123,324,118,32,13,\N
7124,324,95,6,7,\N
7125,324,147,18,19,\N
7126,324,109,46,26,\N
7127,324,112,27,18,\N
7128,324,119,3,4,\N
7129,324,110,35,12,\N
7130,324,138,25,21,\N
7131,324,117,6,2,\N
7132,324,145,22,16,\N
7133,324,101,34,25,\N
7134,324,122,41,23,\N
7135,324,78,27,17,\N
7136,324,88,33,15,\N
7137,324,94,18,8,\N
7138,324,151,32,11,\N
7139,324,131,34,14,\N
7140,324,139,35,9,\N
7141,324,137,22,10,\N
7142,324,105,21,0,\N
7143,324,129,45,0,\N
7144,324,127,41,0,\N
7145,324,90,44,0,\N
7146,324,99,39,0,\N
7147,324,114,39,0,\N
7148,324,149,44,0,\N
7149,324,92,42,0,\N
7150,324,152,47,0,\N
7151,325,102,1,1,1
7152,325,137,22,5,2
7153,325,95,6,7,3
7154,325,77,1,2,4
7155,325,117,6,3,5
7156,325,118,32,11,6
7157,325,131,34,10,7
7158,325,133,21,26,8
7159,325,103,33,23,9
7160,325,122,41,24,10
7161,325,138,25,13,11
7162,325,88,33,18,12
7163,325,129,45,15,13
7164,325,151,32,12,\N
7165,325,148,46,21,\N
7166,325,110,35,25,\N
7167,325,109,46,22,\N
7168,325,119,3,9,\N
7169,325,112,27,17,\N
7170,325,55,25,8,\N
7171,325,145,22,4,\N
7172,325,123,3,6,\N
7173,325,78,27,20,\N
7174,325,139,35,19,\N
7175,325,105,21,14,\N
7176,325,94,18,16,\N
7177,325,90,44,0,\N
7178,325,127,41,0,\N
7179,325,147,18,0,\N
7180,325,101,34,0,\N
7181,325,99,39,0,\N
7182,325,114,39,0,\N
7183,325,92,42,0,\N
7184,325,149,44,0,\N
7185,325,152,47,0,\N
7186,326,117,6,13,1
7187,326,95,6,4,2
7188,326,77,1,1,3
7189,326,145,22,14,4
7190,326,123,3,5,5
7191,326,137,22,8,6
7192,326,55,25,6,7
7193,326,151,32,12,8
7194,326,119,3,2,9
7195,326,118,32,11,10
7196,326,131,34,10,11
7197,326,94,18,7,12
7198,326,110,35,15,13
7199,326,147,18,16,14
7200,326,148,46,23,15
7201,326,78,27,24,16
7202,326,105,21,17,17
7203,326,112,27,22,18
7204,326,129,45,20,19
7205,326,102,1,3,20
7206,326,109,46,26,\N
7207,326,103,33,25,\N
7208,326,88,33,19,\N
7209,326,138,25,9,\N
7210,326,101,34,21,\N
7211,326,139,35,18,\N
7212,326,90,44,0,\N
7213,326,122,41,0,\N
7214,326,127,41,0,\N
7215,326,133,21,0,\N
7216,326,114,39,0,\N
7217,326,99,39,0,\N
7218,326,92,42,0,\N
7219,326,149,44,0,\N
7220,326,152,47,0,\N
7221,327,117,6,4,1
7222,327,122,41,7,2
7223,327,102,1,3,3
7224,327,137,22,9,4
7225,327,77,1,2,5
7226,327,119,3,6,6
7227,327,88,33,14,7
7228,327,103,33,11,8
7229,327,112,27,12,9
7230,327,105,21,18,10
7231,327,118,32,16,11
7232,327,151,32,17,12
7233,327,131,34,20,13
7234,327,78,27,19,14
7235,327,101,34,25,15
7236,327,145,22,5,16
7237,327,114,39,26,17
7238,327,95,6,1,18
7239,327,110,35,21,\N
7240,327,138,25,15,\N
7241,327,127,41,10,\N
7242,327,94,18,23,\N
7243,327,55,25,13,\N
7244,327,133,21,22,\N
7245,327,123,3,8,\N
7246,327,139,35,24,\N
7247,327,147,18,0,\N
7248,327,99,39,0,\N
7249,327,148,46,0,\N
7250,327,109,46,0,\N
7251,327,129,45,0,\N
7252,327,90,44,0,\N
7253,327,149,44,0,\N
7254,327,92,42,0,\N
7255,327,152,47,0,\N
7256,328,117,6,5,1
7257,328,123,3,4,2
7258,328,102,1,2,3
7259,328,103,33,8,4
7260,328,137,22,11,5
7261,328,88,33,9,6
7262,328,133,21,17,7
7263,328,55,25,6,8
7264,328,131,34,20,9
7265,328,78,27,21,10
7266,328,139,35,19,11
7267,328,147,18,24,12
7268,328,112,27,22,13
7269,328,77,1,3,14
7270,328,95,6,1,\N
7271,328,122,41,10,\N
7272,328,151,32,14,\N
7273,328,118,32,16,\N
7274,328,99,39,26,\N
7275,328,105,21,25,\N
7276,328,119,3,7,\N
7277,328,138,25,12,\N
7278,328,145,22,13,\N
7279,328,110,35,23,\N
7280,328,94,18,18,\N
7281,328,127,41,15,\N
7282,328,129,45,0,\N
7283,328,101,34,0,\N
7284,328,109,46,0,\N
7285,328,148,46,0,\N
7286,328,90,44,0,\N
7287,328,114,39,0,\N
7288,328,149,44,0,\N
7289,328,92,42,0,\N
7290,328,152,47,0,\N
7291,329,102,1,1,1
7292,329,145,22,9,2
7293,329,77,1,2,3
7294,329,117,6,3,4
7295,329,119,3,5,5
7296,329,123,3,6,6
7297,329,122,41,10,7
7298,329,118,32,16,8
7299,329,133,21,18,9
7300,329,78,27,22,10
7301,329,55,25,8,11
7302,329,109,46,25,\N
7303,329,103,33,12,\N
7304,329,88,33,11,\N
7305,329,138,25,13,\N
7306,329,137,22,7,\N
7307,329,94,18,15,\N
7308,329,148,46,26,\N
7309,329,95,6,4,\N
7310,329,127,41,14,\N
7311,329,101,34,21,\N
7312,329,105,21,19,\N
7313,329,151,32,20,\N
7314,329,131,34,17,\N
7315,329,139,35,23,\N
7316,329,112,27,24,\N
7317,329,129,45,0,\N
7318,329,147,18,0,\N
7319,329,114,39,0,\N
7320,329,110,35,0,\N
7321,329,99,39,0,\N
7322,329,90,44,0,\N
7323,329,92,42,0,\N
7324,329,149,44,0,\N
7325,329,152,47,0,\N
7326,330,123,3,1,1
7327,330,102,1,4,2
7328,330,137,22,9,3
7329,330,119,3,2,4
7330,330,118,32,11,5
7331,330,103,33,12,6
7332,330,151,32,18,7
7333,330,127,41,17,8
7334,330,133,21,26,9
7335,330,139,35,13,10
7336,330,78,27,25,11
7337,330,105,21,22,12
7338,330,99,39,24,13
7339,330,112,27,21,14
7340,330,147,18,23,15
7341,330,77,1,3,16
7342,330,95,6,5,17
7343,330,145,22,7,\N
7344,330,122,41,16,\N
7345,330,88,33,19,\N
7346,330,117,6,8,\N
7347,330,55,25,6,\N
7348,330,131,34,20,\N
7349,330,94,18,14,\N
7350,330,110,35,10,\N
7351,330,138,25,15,\N
7352,330,114,39,0,\N
7353,330,101,34,0,\N
7354,330,109,46,0,\N
7355,330,148,46,0,\N
7356,330,129,45,0,\N
7357,330,92,42,0,\N
7358,330,90,44,0,\N
7359,330,149,44,0,\N
7360,330,152,47,0,\N
7361,331,102,1,1,1
7362,331,117,6,3,2
7363,331,77,1,2,3
7364,331,145,22,6,4
7365,331,137,22,8,5
7366,331,127,41,14,6
7367,331,122,41,12,7
7368,331,55,25,9,8
7369,331,103,33,15,9
7370,331,133,21,19,10
7371,331,118,32,18,11
7372,331,151,32,22,12
7373,331,105,21,26,13
7374,331,78,27,21,14
7375,331,94,18,16,15
7376,331,129,45,23,16
7377,331,131,34,13,17
7378,331,101,34,24,\N
7379,331,110,35,20,\N
7380,331,123,3,4,\N
7381,331,95,6,5,\N
7382,331,119,3,7,\N
7383,331,139,35,17,\N
7384,331,138,25,10,\N
7385,331,88,33,11,\N
7386,331,147,18,25,\N
7387,331,112,27,0,\N
7388,331,99,39,0,\N
7389,331,114,39,0,\N
7390,331,92,42,0,\N
7391,331,90,44,0,\N
7392,331,149,44,0,\N
7393,331,152,47,0,\N
7394,332,102,1,1,1
7395,332,117,6,2,2
7396,332,77,1,3,3
7397,332,95,6,4,4
7398,332,119,3,7,5
7399,332,138,25,14,6
7400,332,137,22,9,7
7401,332,145,22,8,8
7402,332,133,21,21,9
7403,332,110,35,25,10
7404,332,78,27,26,11
7405,332,105,21,22,12
7406,332,112,27,20,13
7407,332,114,39,24,\N
7408,332,122,41,16,\N
7409,332,88,33,18,\N
7410,332,129,45,23,\N
7411,332,127,41,10,\N
7412,332,131,34,17,\N
7413,332,123,3,6,\N
7414,332,118,32,12,\N
7415,332,139,35,19,\N
7416,332,151,32,11,\N
7417,332,103,33,13,\N
7418,332,94,18,15,\N
7419,332,55,25,5,\N
7420,332,99,39,0,\N
7421,332,147,18,0,\N
7422,332,101,34,0,\N
7423,332,92,42,0,\N
7424,332,90,44,0,\N
7425,332,149,44,0,\N
7426,332,152,47,0,\N
7427,333,95,6,1,1
7428,333,102,1,3,2
7429,333,117,6,2,3
7430,333,77,1,4,4
7431,333,137,22,6,5
7432,333,145,22,9,6
7433,333,119,3,5,7
7434,333,55,25,8,8
7435,333,105,21,19,9
7436,333,78,27,22,10
7437,333,94,18,16,11
7438,333,127,41,14,12
7439,333,133,21,17,13
7440,333,88,33,11,14
7441,333,139,35,13,15
7442,333,112,27,20,\N
7443,333,101,34,25,\N
7444,333,122,41,12,\N
7445,333,123,3,7,\N
7446,333,103,33,10,\N
7447,333,131,34,23,\N
7448,333,151,32,15,\N
7449,333,118,32,21,\N
7450,333,114,39,24,\N
7451,333,110,35,18,\N
7452,333,138,25,0,\N
7453,333,129,45,0,\N
7454,333,147,18,0,\N
7455,333,99,39,0,\N
7456,333,92,42,0,\N
7457,333,90,44,0,\N
7458,333,149,44,0,\N
7459,333,152,47,0,\N
7460,334,117,6,2,1
7461,334,95,6,3,2
7462,334,145,22,9,3
7463,334,123,3,7,4
7464,334,119,3,6,5
7465,334,88,33,15,6
7466,334,78,27,20,7
7467,334,127,41,12,8
7468,334,114,39,23,9
7469,334,105,21,25,10
7470,334,118,32,10,\N
7471,334,122,41,19,\N
7472,334,77,1,5,\N
7473,334,102,1,1,\N
7474,334,137,22,8,\N
7475,334,110,35,17,\N
7476,334,129,45,21,\N
7477,334,94,18,11,\N
7478,334,112,27,13,\N
7479,334,103,33,18,\N
7480,334,138,25,14,\N
7481,334,99,39,22,\N
7482,334,131,34,24,\N
7483,334,55,25,4,\N
7484,334,139,35,16,\N
7485,334,151,32,0,\N
7486,334,101,34,0,\N
7487,334,147,18,0,\N
7488,334,146,21,0,\N
7489,334,92,42,0,\N
7490,334,90,44,0,\N
7491,334,149,44,0,\N
7492,334,152,47,0,\N
7493,335,137,22,6,1
7494,335,90,22,8,2
7495,335,88,33,9,3
7496,335,119,3,7,4
7497,335,123,3,5,5
7498,335,138,25,14,6
7499,335,78,27,17,7
7500,335,94,18,10,8
7501,335,133,21,23,9
7502,335,112,27,25,10
7503,335,118,32,11,\N
7504,335,65,32,12,\N
7505,335,105,21,24,\N
7506,335,95,6,3,\N
7507,335,139,35,19,\N
7508,335,103,33,18,\N
7509,335,81,18,20,\N
7510,335,122,41,13,\N
7511,335,110,35,26,\N
7512,335,127,41,16,\N
7513,335,101,34,21,\N
7514,335,77,1,4,\N
7515,335,102,1,1,\N
7516,335,117,6,2,\N
7517,335,131,34,22,\N
7518,335,55,25,7,\N
7519,335,129,45,0,\N
7520,335,99,39,0,\N
7521,335,114,39,0,\N
7522,335,92,42,0,\N
7523,336,137,22,7,1
7524,336,95,6,3,2
7525,336,117,6,4,3
7526,336,77,1,2,4
7527,336,123,3,9,5
7528,336,119,3,6,6
7529,336,90,22,8,7
7530,336,55,25,5,8
7531,336,94,18,10,9
7532,336,78,27,12,10
7533,336,112,27,19,11
7534,336,131,34,17,12
7535,336,129,45,22,13
7536,336,139,35,21,\N
7537,336,102,1,1,\N
7538,336,99,39,26,\N
7539,336,65,32,18,\N
7540,336,138,25,13,\N
7541,336,122,41,14,\N
7542,336,118,32,11,\N
7543,336,127,41,16,\N
7544,336,110,35,15,\N
7545,336,103,33,23,\N
7546,336,81,18,20,\N
7547,336,101,34,25,\N
7548,336,88,33,24,\N
7549,336,105,21,0,\N
7550,336,114,39,0,\N
7551,336,133,21,0,\N
7552,336,92,42,0,\N
7553,1,18,23,1,1
7554,1,22,23,2,2
7555,1,15,7,20,3
7556,1,10,7,19,4
7557,1,4,4,10,5
7558,1,3,3,5,6
7559,1,67,5,13,7
7560,1,7,5,17,8
7561,1,16,10,16,9
7562,1,2,2,9,10
7563,1,21,10,15,11
7564,1,17,9,8,12
7565,1,20,9,3,13
7566,1,9,2,4,14
7567,1,8,6,7,15
7568,1,13,6,6,\N
7569,1,12,4,14,\N
7570,1,6,3,11,\N
7571,1,5,1,12,\N
7572,1,1,1,18,\N
7573,2,18,23,1,1
7574,2,2,2,10,2
7575,2,10,7,3,3
7576,2,15,7,2,4
7577,2,22,23,8,5
7578,2,17,9,5,6
7579,2,1,1,12,7
7580,2,3,3,4,8
7581,2,13,6,16,9
7582,2,7,5,15,10
7583,2,4,4,9,11
7584,2,6,3,11,12
7585,2,12,4,17,13
7586,2,8,6,7,14
7587,2,20,9,13,15
7588,2,67,5,20,16
7589,2,16,10,19,17
7590,2,21,10,18,18
7591,2,9,2,6,\N
7592,2,5,1,14,\N
7593,3,20,9,1,1
7594,3,17,9,3,2
7595,3,18,23,5,3
7596,3,22,23,4,4
7597,3,5,1,12,5
7598,3,1,1,9,6
7599,3,10,7,19,7
7600,3,67,5,10,8
7601,3,4,4,2,9
7602,3,8,6,8,10
7603,3,7,5,15,11
7604,3,2,2,11,12
7605,3,9,2,17,13
7606,3,21,10,20,14
7607,3,3,3,7,15
7608,3,12,4,16,16
7609,3,16,10,18,17
7610,3,6,3,14,\N
7611,3,13,6,13,\N
7612,3,15,7,6,\N
7613,4,18,23,4,1
7614,4,20,9,3,2
7615,4,15,7,1,3
7616,4,1,1,5,4
7617,4,22,23,6,5
7618,4,8,6,10,6
7619,4,10,7,2,7
7620,4,4,4,7,8
7621,4,3,3,9,9
7622,4,12,4,15,10
7623,4,17,9,18,11
7624,4,5,1,11,12
7625,4,7,5,20,13
7626,4,13,6,8,14
7627,4,21,10,17,15
7628,4,16,10,19,16
7629,4,67,5,16,17
7630,4,9,2,13,18
7631,4,2,2,14,19
7632,4,6,3,12,\N
7633,5,18,23,1,1
