,RaceId,DriverId,ConstructorId_x,GridNumber,DriverPosition,ConstructorId_y,QualifyingPosition
1354,848,815,15,16,11,15.0,16.0
1355,848,816,166,23,22,166.0,23.0
1356,849,1,1,10,4,1.0,10.0
1357,849,2,4,16,8,4.0,16.0
1358,849,3,131,9,6,131.0,9.0
1359,849,4,6,3,1,6.0,3.0
1360,849,5,205,17,\N,205.0,17.0
1361,849,10,166,20,16,166.0,20.0
1362,849,13,6,4,5,6.0,4.0
1363,849,15,205,21,\N,205.0,21.0
1364,849,16,10,11,11,10.0,11.0
1365,849,17,9,1,3,9.0,1.0
1366,849,18,1,5,\N,1.0,5.0
1367,849,20,9,2,2,9.0,2.0
1368,849,22,3,15,13,3.0,15.0
1369,849,24,164,23,18,164.0,23.0
1370,849,30,131,13,9,131.0,13.0
1371,849,67,5,19,\N,5.0,19.0
1372,849,153,5,18,10,5.0,18.0
1373,849,155,15,8,\N,15.0,8.0
1374,849,808,4,14,12,4.0,14.0
1375,849,813,3,7,14,3.0,7.0
1376,849,814,10,6,15,10.0,6.0
1377,849,815,15,12,7,15.0,12.0
1378,849,816,166,22,17,166.0,22.0
1379,849,817,164,24,19,164.0,24.0
1380,850,1,1,2,1,1.0,2.0
1381,850,2,4,11,\N,4.0,11.0
1382,850,3,131,6,7,131.0,6.0
1383,850,4,6,4,2,6.0,4.0
1384,850,5,205,18,16,205.0,19.0
1385,850,10,166,19,17,166.0,20.0
1386,850,13,6,5,5,6.0,5.0
1387,850,16,10,8,6,10.0,8.0
1388,850,17,9,1,3,9.0,1.0
1389,850,18,1,7,\N,1.0,7.0
1390,850,20,9,3,4,9.0,3.0
1391,850,22,3,14,\N,3.0,14.0
1392,850,24,164,23,\N,164.0,23.0
1393,850,30,131,10,8,131.0,10.0
1394,850,67,5,24,15,5.0,16.0
1395,850,153,5,16,12,5.0,17.0
1396,850,155,15,17,9,15.0,18.0
1397,850,808,4,9,10,4.0,9.0
1398,850,812,205,20,20,205.0,21.0
1399,850,813,3,13,14,3.0,13.0
1400,850,814,10,12,13,10.0,12.0
1401,850,815,15,15,11,15.0,15.0
1402,850,816,166,21,18,166.0,22.0
1403,850,817,164,22,19,164.0,24.0
1404,851,1,1,2,4,1.0,2.0
1405,851,2,4,14,\N,4.0,14.0
1406,851,3,131,7,9,131.0,7.0
1407,851,4,6,5,3,6.0,5.0
1408,851,5,205,18,\N,205.0,19.0
1409,851,10,166,20,17,166.0,21.0
1410,851,13,6,4,6,6.0,4.0
1411,851,15,205,19,\N,205.0,20.0
1412,851,16,10,8,14,10.0,8.0
1413,851,17,9,6,5,9.0,6.0
1414,851,18,1,3,1,1.0,3.0
1415,851,20,9,1,2,9.0,1.0
1416,851,22,3,15,13,3.0,15.0
1417,851,24,164,21,20,164.0,22.0
1418,851,30,131,9,\N,131.0,9.0
1419,851,67,5,23,8,5.0,18.0
1420,851,153,5,16,10,5.0,16.0
1421,851,155,15,13,11,15.0,13.0
1422,851,808,4,12,12,4.0,12.0
1423,851,813,3,17,16,3.0,17.0
1424,851,814,10,11,7,10.0,11.0
1425,851,815,15,10,15,15.0,10.0
1426,851,816,166,24,19,166.0,24.0
1427,851,817,164,22,18,164.0,23.0
1428,852,1,1,2,\N,1.0,2.0
1429,852,3,131,5,6,131.0,5.0
1430,852,4,6,8,4,6.0,8.0
1431,852,5,205,16,15,205.0,17.0
1432,852,10,166,19,18,166.0,20.0
1433,852,13,6,4,8,6.0,4.0
1434,852,15,205,18,14,205.0,19.0
1435,852,16,10,15,7,10.0,15.0
1436,852,17,9,3,2,9.0,3.0
1437,852,18,1,13,3,1.0,13.0
1438,852,20,9,1,1,9.0,1.0
1439,852,22,3,14,16,3.0,14.0
1440,852,24,164,22,19,164.0,22.0
1441,852,30,131,24,5,,
1442,852,67,5,11,\N,5.0,11.0
1443,852,153,5,6,\N,5.0,6.0
1444,852,155,15,12,12,15.0,12.0
1445,852,808,4,10,9,4.0,10.0
1446,852,811,4,7,13,4.0,7.0
1447,852,813,3,21,10,3.0,16.0
1448,852,814,10,17,11,10.0,18.0
1449,852,815,15,9,\N,15.0,9.0
1450,852,816,166,20,17,166.0,21.0
1451,852,817,164,23,\N,164.0,23.0
1452,853,1,1,2,4,1.0,2.0
1453,853,3,131,9,\N,131.0,9.0
1454,853,4,6,4,3,6.0,4.0
1455,853,5,205,20,13,205.0,20.0
1456,853,10,166,21,15,166.0,21.0
1457,853,13,6,6,6,6.0,6.0
1458,853,15,205,19,14,205.0,19.0
1459,853,16,10,12,\N,10.0,12.0
1460,853,17,9,5,\N,9.0,5.0
1461,853,18,1,3,2,1.0,3.0
1462,853,20,9,1,1,9.0,1.0
1463,853,22,3,13,12,3.0,13.0
1464,853,24,164,24,\N,164.0,24.0
1465,853,30,131,8,5,131.0,8.0
1466,853,67,5,16,10,5.0,16.0
1467,853,153,5,18,7,5.0,18.0
1468,853,155,15,17,\N,15.0,17.0
1469,853,808,4,7,\N,4.0,7.0
1470,853,811,4,10,9,4.0,10.0
1471,853,813,3,14,11,3.0,14.0
1472,853,814,10,11,8,10.0,11.0
1473,853,815,15,15,\N,15.0,15.0
1474,853,816,166,22,\N,166.0,22.0
1475,853,817,164,23,\N,164.0,23.0
1476,854,1,1,4,5,1.0,4.0
1477,854,3,131,7,7,131.0,7.0
1478,854,4,6,5,4,6.0,5.0
1479,854,5,205,19,16,205.0,19.0
1480,854,10,166,21,\N,166.0,21.0
1481,854,13,6,6,9,6.0,6.0
1482,854,15,205,20,\N,205.0,20.0
1483,854,16,10,9,8,10.0,9.0
1484,854,17,9,2,3,9.0,2.0
1485,854,18,1,3,2,1.0,3.0
1486,854,20,9,1,1,9.0,1.0
1487,854,22,3,12,13,3.0,12.0
1488,854,24,164,24,20,164.0,24.0
1489,854,30,131,8,\N,131.0,8.0
1490,854,67,5,14,12,5.0,14.0
1491,854,153,5,16,21,5.0,16.0
1492,854,155,15,17,14,15.0,17.0
1493,854,808,4,18,17,4.0,18.0
1494,854,811,4,15,15,4.0,15.0
1495,854,813,3,13,11,3.0,13.0
1496,854,814,10,10,6,10.0,10.0
1497,854,815,15,11,10,15.0,11.0
1498,854,816,166,22,18,166.0,22.0
1499,854,817,164,23,19,164.0,23.0
1500,855,1,1,3,5,1.0,3.0
1501,855,3,131,23,10,131.0,23.0
1502,855,4,6,5,2,6.0,5.0
1503,855,5,205,18,18,205.0,18.0
1504,855,10,166,21,20,166.0,21.0
1505,855,13,6,4,7,6.0,4.0
1506,855,15,205,19,19,205.0,19.0
1507,855,16,10,11,11,10.0,11.0
1508,855,17,9,6,4,9.0,6.0
1509,855,18,1,2,1,1.0,2.0
1510,855,20,9,1,3,9.0,1.0
1511,855,22,3,13,17,3.0,13.0
1512,855,24,164,24,23,164.0,24.0
1513,855,30,131,8,6,131.0,7.0
1514,855,67,5,15,\N,5.0,15.0
1515,855,153,5,16,15,5.0,16.0
1516,855,155,15,7,13,15.0,10.0
1517,855,808,4,10,9,4.0,9.0
1518,855,811,4,9,16,4.0,8.0
1519,855,813,3,14,14,3.0,14.0
1520,855,814,10,12,12,10.0,12.0
1521,855,815,15,17,8,15.0,17.0
1522,855,816,166,20,21,166.0,20.0
1523,855,817,164,22,22,164.0,22.0
1524,856,1,1,1,2,1.0,1.0
1525,856,3,131,7,8,131.0,7.0
1526,856,4,6,6,5,6.0,6.0
1527,856,5,205,19,14,205.0,19.0
1528,856,10,166,21,18,166.0,21.0
1529,856,13,6,5,6,6.0,5.0
1530,856,15,205,20,17,205.0,20.0
1531,856,16,10,10,11,10.0,10.0
1532,856,17,9,4,3,9.0,4.0
1533,856,18,1,3,4,1.0,3.0
1534,856,20,9,2,1,9.0,2.0
1535,856,22,3,18,12,3.0,18.0
1536,856,24,164,23,21,164.0,23.0
1537,856,30,131,12,\N,131.0,12.0
1538,856,67,5,13,9,5.0,13.0
1539,856,153,5,11,7,5.0,11.0
1540,856,155,15,14,15,15.0,14.0
1541,856,808,4,8,\N,4.0,8.0
1542,856,811,4,15,13,4.0,15.0
1543,856,813,3,16,\N,3.0,16.0
1544,856,814,10,9,10,10.0,9.0
1545,856,815,15,17,16,15.0,17.0
1546,856,816,166,22,20,166.0,22.0
1547,856,817,164,24,19,164.0,24.0
1548,857,1,1,5,7,1.0,2.0
1549,857,3,131,7,6,131.0,7.0
1550,857,4,6,3,3,6.0,4.0
1551,857,5,205,18,14,205.0,19.0
1552,857,10,166,22,\N,166.0,24.0
1553,857,13,6,6,\N,6.0,6.0
1554,857,15,205,19,19,205.0,20.0
1555,857,16,10,8,9,10.0,8.0
1556,857,17,9,2,4,9.0,3.0
1557,857,18,1,4,2,1.0,5.0
1558,857,20,9,1,1,9.0,1.0
1559,857,22,3,15,15,3.0,16.0
1560,857,30,131,11,5,131.0,12.0
1561,857,39,164,24,17,164.0,22.0
1562,857,67,5,9,\N,5.0,9.0
1563,857,153,5,10,8,5.0,10.0
1564,857,155,15,17,\N,15.0,18.0
1565,857,808,4,16,11,4.0,11.0
1566,857,811,4,14,12,4.0,15.0
1567,857,813,3,13,\N,3.0,14.0
1568,857,814,10,12,13,10.0,13.0
1569,857,815,15,20,10,15.0,17.0
1570,857,816,166,21,16,166.0,23.0
1571,857,817,164,23,18,164.0,21.0
1572,858,1,1,2,1,1.0,2.0
1573,858,3,131,7,6,131.0,7.0
1574,858,4,6,5,2,6.0,5.0
1575,858,5,205,17,17,205.0,18.0
1576,858,10,166,19,19,166.0,20.0
1577,858,13,6,6,5,6.0,6.0
1578,858,15,205,18,18,205.0,19.0
1579,858,16,10,9,8,10.0,9.0
1580,858,17,9,4,4,9.0,4.0
1581,858,18,1,3,3,1.0,3.0
1582,858,20,9,1,\N,9.0,1.0
1583,858,22,3,24,12,,
1584,858,24,164,22,20,164.0,23.0
1585,858,30,131,8,7,131.0,8.0
1586,858,67,5,13,\N,5.0,13.0
1587,858,153,5,15,15,5.0,15.0
1588,858,155,15,16,10,15.0,16.0
1589,858,808,4,12,13,4.0,12.0
1590,858,811,4,14,16,4.0,14.0
1591,858,813,3,23,14,3.0,17.0
1592,858,814,10,10,9,10.0,10.0
1593,858,815,15,11,11,15.0,11.0
1594,858,816,166,21,\N,166.0,22.0
1595,858,817,164,20,\N,164.0,21.0
1596,859,1,1,4,\N,1.0,4.0
1597,859,3,131,6,7,131.0,6.0
1598,859,4,6,5,4,6.0,5.0
1599,859,5,205,19,16,205.0,19.0
1600,859,10,166,24,\N,166.0,24.0
1601,859,13,6,7,5,6.0,7.0
1602,859,15,205,20,18,205.0,20.0
1603,859,16,10,8,6,10.0,8.0
1604,859,17,9,2,1,9.0,2.0
1605,859,18,1,3,3,1.0,3.0
1606,859,20,9,1,2,9.0,1.0
1607,859,22,3,12,14,3.0,12.0
1608,859,24,164,21,\N,164.0,21.0
1609,859,30,131,10,15,131.0,10.0
1610,859,67,5,14,12,5.0,14.0
1611,859,153,5,13,11,5.0,13.0
1612,859,155,15,16,9,15.0,16.0
1613,859,808,4,15,10,4.0,15.0
1614,859,811,4,9,17,4.0,9.0
1615,859,813,3,18,\N,3.0,18.0
1616,859,814,10,11,8,10.0,11.0
1617,859,815,15,17,13,15.0,17.0
1618,859,816,166,23,19,166.0,23.0
1619,859,817,164,22,20,164.0,22.0
1620,860,1,1,1,3,1.0,1.0
1621,860,3,131,7,12,131.0,7.0
1622,860,4,6,12,5,6.0,12.0
1623,860,5,207,18,\N,207.0,19.0
1624,860,8,208,17,7,208.0,18.0
1625,860,10,206,20,14,206.0,21.0
1626,860,13,6,16,\N,6.0,16.0
1627,860,17,9,5,4,9.0,5.0
1628,860,18,1,2,1,1.0,2.0
1629,860,20,9,6,2,9.0,6.0
1630,860,30,131,4,\N,131.0,4.0
1631,860,37,164,0,\N,164.0,23.0
1632,860,39,164,0,\N,164.0,24.0
1633,860,154,208,3,\N,208.0,3.0
1634,860,155,15,13,6,15.0,13.0
1635,860,807,10,9,\N,10.0,9.0
1636,860,808,207,19,\N,207.0,20.0
1637,860,811,3,14,16,3.0,14.0
1638,860,813,3,8,13,3.0,8.0
1639,860,814,10,15,10,10.0,15.0
1640,860,815,15,22,8,15.0,17.0
1641,860,817,5,10,9,5.0,10.0
1642,860,818,5,11,11,5.0,11.0
1643,860,819,206,21,15,206.0,22.0
1644,861,1,1,1,3,1.0,1.0
1645,861,3,131,7,13,131.0,8.0
1646,861,4,6,8,1,6.0,9.0
1647,861,5,207,24,18,207.0,19.0
1648,861,8,208,10,5,208.0,5.0
1649,861,10,206,20,17,206.0,21.0
1650,861,13,6,12,15,6.0,12.0
1651,861,17,9,4,4,9.0,4.0
1652,861,18,1,2,14,1.0,2.0
1653,861,20,9,5,11,9.0,6.0
1654,861,30,131,3,10,131.0,3.0
1655,861,37,164,22,22,164.0,23.0
1656,861,39,164,23,21,164.0,24.0
1657,861,154,208,6,\N,208.0,7.0
1658,861,155,15,17,\N,15.0,17.0
1659,861,807,10,16,9,10.0,16.0
1660,861,808,207,19,16,207.0,20.0
1661,861,811,3,13,6,3.0,13.0
1662,861,813,3,11,19,3.0,11.0
1663,861,814,10,14,7,10.0,14.0
1664,861,815,15,9,2,15.0,10.0
1665,861,817,5,15,12,5.0,15.0
1666,861,818,5,18,8,5.0,18.0
1667,861,819,206,21,20,206.0,22.0
1668,862,1,1,7,3,1.0,2.0
1669,862,3,131,1,1,131.0,1.0
1670,862,4,6,9,9,6.0,9.0
1671,862,5,207,18,23,207.0,19.0
1672,862,8,208,4,14,208.0,5.0
1673,862,10,206,20,19,206.0,21.0
1674,862,13,6,12,13,6.0,12.0
1675,862,17,9,6,4,9.0,7.0
1676,862,18,1,5,2,1.0,6.0
1677,862,20,9,11,5,9.0,11.0
1678,862,30,131,2,\N,131.0,3.0
1679,862,37,164,22,21,164.0,23.0
1680,862,39,164,23,22,164.0,24.0
1681,862,154,208,10,6,208.0,10.0
1682,862,155,15,3,10,15.0,4.0
1683,862,807,10,16,15,10.0,16.0
1684,862,808,207,19,18,207.0,20.0
1685,862,811,3,14,7,3.0,14.0
1686,862,813,3,13,8,3.0,13.0
1687,862,814,10,15,12,10.0,15.0
1688,862,815,15,8,11,15.0,8.0
1689,862,817,5,17,17,5.0,17.0
1690,862,818,5,24,16,5.0,18.0
1691,862,819,206,21,20,206.0,22.0
1692,863,1,1,2,8,1.0,2.0
1693,863,3,131,5,5,131.0,5.0
1694,863,4,6,9,7,6.0,9.0
1695,863,5,207,16,17,207.0,16.0
1696,863,8,208,11,2,208.0,11.0
1697,863,10,206,23,19,206.0,23.0
1698,863,13,6,14,9,6.0,14.0
1699,863,17,9,3,4,9.0,3.0
1700,863,18,1,4,18,1.0,4.0
1701,863,20,9,1,1,9.0,1.0
1702,863,30,131,22,10,131.0,18.0
1703,863,37,164,20,20,164.0,22.0
1704,863,39,164,24,21,164.0,24.0
1705,863,154,208,7,3,208.0,7.0
1706,863,155,15,12,13,15.0,12.0
1707,863,807,10,13,12,10.0,13.0
1708,863,808,207,18,16,207.0,20.0
1709,863,811,3,15,22,3.0,15.0
1710,863,813,3,21,\N,3.0,17.0
1711,863,814,10,10,6,10.0,10.0
1712,863,815,15,8,11,15.0,8.0
1713,863,817,5,6,15,5.0,6.0
1714,863,818,5,17,14,5.0,19.0
1715,863,819,206,19,\N,206.0,21.0
1716,864,1,1,24,8,1.0,1.0
1717,864,3,131,6,7,131.0,7.0
1718,864,4,6,2,2,6.0,3.0
1719,864,5,207,19,16,207.0,20.0
1720,864,8,208,4,3,208.0,5.0
1721,864,10,206,21,18,206.0,22.0
1722,864,13,6,16,15,6.0,17.0
1723,864,17,9,11,11,9.0,12.0
1724,864,18,1,10,9,1.0,11.0
1725,864,20,9,7,6,9.0,8.0
1726,864,30,131,8,\N,131.0,9.0
1727,864,37,164,22,19,164.0,23.0
1728,864,39,164,23,\N,164.0,24.0
1729,864,154,208,3,4,208.0,4.0
1730,864,155,15,9,5,15.0,10.0
1731,864,807,10,13,10,10.0,14.0
1732,864,808,207,18,17,207.0,19.0
1733,864,811,3,17,\N,3.0,18.0
1734,864,813,3,1,1,3.0,2.0
1735,864,814,10,12,14,10.0,13.0
1736,864,815,15,5,\N,15.0,6.0
1737,864,817,5,15,13,5.0,16.0
1738,864,818,5,14,12,5.0,15.0
1739,864,819,206,20,\N,206.0,21.0
1740,865,1,1,3,5,1.0,4.0
1741,865,3,131,2,2,131.0,3.0
1742,865,4,6,5,3,6.0,6.0
1743,865,5,207,17,13,207.0,18.0
1744,865,8,208,8,9,208.0,8.0
1745,865,10,206,19,14,206.0,20.0
1746,865,13,6,7,6,6.0,7.0
1747,865,17,9,1,1,9.0,2.0
1748,865,18,1,12,16,1.0,13.0
1749,865,20,9,9,4,9.0,10.0
1750,865,30,131,6,\N,131.0,1.0
1751,865,37,164,20,\N,164.0,21.0
1752,865,39,164,22,15,164.0,23.0
1753,865,154,208,4,\N,208.0,5.0
1754,865,155,15,11,\N,15.0,12.0
1755,865,807,10,10,8,10.0,11.0
1756,865,808,207,18,\N,207.0,19.0
1757,865,811,3,13,10,3.0,14.0
1758,865,813,3,24,\N,3.0,9.0
1759,865,814,10,14,7,10.0,15.0
1760,865,815,15,23,11,,
1761,865,817,5,15,\N,5.0,16.0
1762,865,818,5,16,12,5.0,17.0
1763,865,819,206,21,\N,206.0,22.0
1764,866,1,1,2,1,1.0,2.0
1765,866,3,131,5,6,131.0,5.0
1766,866,4,6,3,5,6.0,3.0
1767,866,5,207,17,18,207.0,18.0
1768,866,8,208,12,8,208.0,12.0
1769,866,10,206,21,21,206.0,22.0
1770,866,13,6,6,10,6.0,6.0
1771,866,17,9,4,7,9.0,4.0
1772,866,18,1,10,16,1.0,10.0
1773,866,20,9,1,4,9.0,1.0
1774,866,30,131,9,\N,131.0,9.0
1775,866,37,164,20,\N,164.0,21.0
1776,866,39,164,24,\N,164.0,24.0
1777,866,154,208,7,2,208.0,7.0
1778,866,155,15,11,9,15.0,11.0
1779,866,807,10,13,12,10.0,13.0
1780,866,808,207,18,19,207.0,19.0
1781,866,811,3,16,17,3.0,16.0
1782,866,813,3,22,13,3.0,17.0
1783,866,814,10,8,11,10.0,8.0
1784,866,815,15,15,3,15.0,15.0
1785,866,817,5,14,14,5.0,14.0
1786,866,818,5,19,15,5.0,20.0
1787,866,819,206,23,20,206.0,23.0
1788,867,1,1,2,19,1.0,2.0
1789,867,3,131,6,6,131.0,6.0
1790,867,4,6,11,1,6.0,11.0
1791,867,5,207,16,14,207.0,16.0
1792,867,8,208,5,2,208.0,5.0
1793,867,10,206,0,\N,,
1794,867,13,6,13,16,6.0,13.0
1795,867,17,9,19,4,9.0,19.0
1796,867,18,1,9,8,1.0,9.0
1797,867,20,9,1,\N,9.0,1.0
1798,867,30,131,12,3,131.0,12.0
1799,867,37,164,21,17,164.0,21.0
1800,867,39,164,22,18,164.0,22.0
1801,867,154,208,4,\N,208.0,4.0
1802,867,155,15,7,\N,15.0,7.0
1803,867,807,10,8,5,10.0,8.0
1804,867,808,207,20,13,207.0,20.0
1805,867,811,3,14,10,3.0,14.0
1806,867,813,3,3,12,3.0,3.0
1807,867,814,10,10,7,10.0,10.0
1808,867,815,15,15,9,15.0,15.0
1809,867,817,5,17,11,5.0,17.0
1810,867,818,5,18,\N,5.0,18.0
1811,867,819,206,23,15,206.0,23.0
1812,868,1,1,8,8,1.0,8.0
1813,868,3,131,11,15,131.0,13.0
1814,868,4,6,1,2,6.0,1.0
1815,868,5,207,19,17,207.0,20.0
1816,868,8,208,6,5,208.0,6.0
1817,868,10,206,20,18,206.0,21.0
1818,868,13,6,5,4,6.0,5.0
1819,868,17,9,2,1,9.0,2.0
1820,868,18,1,16,10,1.0,18.0
1821,868,20,9,4,3,9.0,4.0
1822,868,30,131,3,7,131.0,3.0
1823,868,37,164,21,20,164.0,22.0
1824,868,39,164,22,21,164.0,23.0
1825,868,154,208,9,6,208.0,10.0
1826,868,155,15,17,11,15.0,12.0
1827,868,807,10,14,12,10.0,9.0
1828,868,808,207,18,\N,207.0,19.0
1829,868,811,3,13,9,3.0,15.0
1830,868,813,3,7,16,3.0,7.0
1831,868,814,10,10,\N,10.0,11.0
1832,868,815,15,15,\N,15.0,17.0
1833,868,817,5,12,13,5.0,14.0
1834,868,818,5,23,14,5.0,16.0
1835,868,819,206,24,19,206.0,24.0
1836,869,1,1,7,\N,1.0,8.0
1837,869,3,131,21,10,131.0,17.0
1838,869,4,6,1,1,6.0,1.0
1839,869,5,207,16,19,207.0,19.0
1840,869,8,208,10,3,208.0,10.0
1841,869,10,206,22,22,206.0,22.0
1842,869,13,6,13,12,6.0,14.0
1843,869,17,9,8,8,9.0,3.0
1844,869,18,1,6,2,1.0,7.0
1845,869,20,9,2,5,9.0,2.0
1846,869,30,131,3,7,131.0,4.0
1847,869,37,164,23,21,164.0,23.0
1848,869,39,164,24,23,164.0,24.0
1849,869,154,208,19,18,208.0,15.0
1850,869,155,15,12,4,15.0,13.0
1851,869,807,10,4,9,10.0,5.0
1852,869,808,207,18,16,207.0,20.0
1853,869,811,3,14,17,3.0,16.0
1854,869,813,3,5,15,3.0,6.0
1855,869,814,10,9,11,10.0,9.0
1856,869,815,15,17,6,15.0,12.0
1857,869,817,5,11,13,5.0,11.0
1858,869,818,5,15,14,5.0,18.0
1859,869,819,206,20,20,206.0,21.0
1860,870,1,1,1,1,1.0,1.0
1861,870,3,131,13,10,131.0,13.0
1862,870,4,6,6,5,6.0,6.0
1863,870,5,207,19,17,207.0,19.0
1864,870,8,208,5,2,208.0,5.0
1865,870,10,206,22,21,206.0,22.0
1866,870,13,6,7,9,6.0,7.0
1867,870,17,9,11,8,9.0,11.0
1868,870,18,1,4,6,1.0,4.0
1869,870,20,9,3,4,9.0,3.0
1870,870,30,131,17,\N,131.0,17.0
1871,870,37,164,23,22,164.0,23.0
1872,870,39,164,24,\N,164.0,24.0
1873,870,154,208,2,3,208.0,2.0
1874,870,155,15,15,18,15.0,15.0
1875,870,807,10,10,11,10.0,10.0
1876,870,808,207,20,19,207.0,20.0
1877,870,811,3,9,7,3.0,9.0
1878,870,813,3,8,13,3.0,8.0
1879,870,814,10,12,12,10.0,12.0
1880,870,815,15,14,14,15.0,14.0
1881,870,817,5,18,15,5.0,18.0
1882,870,818,5,16,16,5.0,16.0
1883,870,819,206,21,20,206.0,21.0
1884,871,1,1,7,\N,1.0,8.0
1885,871,3,131,23,11,131.0,18.0
1886,871,4,6,5,\N,6.0,6.0
1887,871,5,207,18,17,207.0,19.0
1888,871,8,208,3,3,208.0,4.0
1889,871,10,206,20,15,206.0,21.0
1890,871,13,6,14,5,6.0,14.0
1891,871,17,9,12,6,9.0,7.0
1892,871,18,1,1,1,1.0,1.0
1893,871,20,9,10,2,9.0,11.0
1894,871,30,131,13,7,131.0,13.0
1895,871,37,164,21,18,164.0,22.0
1896,871,39,164,24,\N,164.0,24.0
1897,871,154,208,8,\N,208.0,9.0
1898,871,155,15,2,13,15.0,2.0
1899,871,807,10,11,4,10.0,12.0
1900,871,808,207,19,14,207.0,20.0
1901,871,811,3,17,12,3.0,17.0
1902,871,813,3,6,\N,3.0,3.0
1903,871,814,10,9,10,10.0,10.0
1904,871,815,15,4,\N,15.0,5.0
1905,871,817,5,16,9,5.0,16.0
1906,871,818,5,15,8,5.0,15.0
1907,871,819,206,22,16,206.0,23.0
1908,872,1,1,1,1,1.0,1.0
1909,872,3,131,6,7,131.0,7.0
1910,872,4,6,10,3,6.0,10.0
1911,872,5,207,17,14,207.0,18.0
1912,872,8,208,7,5,208.0,8.0
1913,872,10,206,19,17,206.0,20.0
1914,872,13,6,3,4,6.0,3.0
1915,872,17,9,11,20,9.0,11.0
1916,872,18,1,2,\N,1.0,2.0
1917,872,20,9,5,22,9.0,6.0
1918,872,30,131,4,6,131.0,5.0
1919,872,37,164,23,18,164.0,23.0
1920,872,39,164,21,19,164.0,22.0
1921,872,155,15,8,9,15.0,9.0
1922,872,807,10,24,21,,
1923,872,808,207,18,15,207.0,19.0
1924,872,811,3,13,10,3.0,14.0
1925,872,813,3,22,11,3.0,12.0
1926,872,814,10,9,8,10.0,4.0
1927,872,815,15,12,2,15.0,13.0
1928,872,816,208,15,13,208.0,16.0
1929,872,817,5,14,12,5.0,15.0
1930,872,818,5,16,\N,5.0,17.0
1931,872,819,206,20,16,206.0,21.0
1932,873,1,1,1,\N,1.0,1.0
1933,873,3,131,10,5,131.0,10.0
1934,873,4,6,5,3,6.0,5.0
1935,873,5,207,19,15,207.0,20.0
1936,873,8,208,12,6,208.0,12.0
1937,873,10,206,20,12,206.0,21.0
1938,873,13,6,13,8,6.0,13.0
1939,873,17,9,7,11,9.0,7.0
1940,873,18,1,4,2,1.0,4.0
1941,873,20,9,3,1,9.0,3.0
1942,873,30,131,9,\N,131.0,9.0
1943,873,37,164,24,17,164.0,24.0
1944,873,39,164,23,\N,164.0,23.0
1945,873,154,208,8,7,208.0,8.0
1946,873,155,15,17,13,15.0,18.0
1947,873,807,10,11,14,10.0,11.0
1948,873,808,207,18,19,207.0,19.0
1949,873,811,3,22,18,3.0,17.0
1950,873,813,3,2,\N,3.0,2.0
1951,873,814,10,6,4,10.0,6.0
1952,873,815,15,14,10,15.0,14.0
1953,873,817,5,15,9,5.0,15.0
1954,873,818,5,16,\N,5.0,16.0
1955,873,819,206,21,16,206.0,22.0
1956,874,1,1,9,5,1.0,9.0
1957,874,3,131,13,\N,131.0,15.0
1958,874,4,6,6,\N,6.0,7.0
1959,874,5,207,17,15,207.0,19.0
1960,874,8,208,7,6,208.0,8.0
1961,874,10,206,18,16,206.0,20.0
1962,874,13,6,10,2,6.0,11.0
1963,874,17,9,2,9,9.0,2.0
1964,874,18,1,8,4,1.0,3.0
1965,874,20,9,1,1,9.0,1.0
1966,874,30,131,23,11,131.0,13.0
1967,874,37,164,20,18,164.0,21.0
1968,874,39,164,24,\N,164.0,24.0
1969,874,154,208,4,19,208.0,5.0
1970,874,155,15,3,3,15.0,4.0
1971,874,807,10,15,7,10.0,10.0
1972,874,808,207,22,17,207.0,23.0
1973,874,811,3,16,14,3.0,18.0
1974,874,813,3,12,8,3.0,14.0
1975,874,814,10,11,12,10.0,12.0
1976,874,815,15,5,\N,15.0,6.0
1977,874,817,5,14,10,5.0,16.0
1978,874,818,5,19,13,5.0,17.0
1979,874,819,206,21,\N,206.0,22.0
1980,875,1,1,3,10,1.0,3.0
1981,875,3,131,9,\N,131.0,9.0
1982,875,4,6,4,3,6.0,4.0
1983,875,5,207,19,17,207.0,20.0
1984,875,8,208,5,5,208.0,5.0
1985,875,10,206,20,18,206.0,22.0
1986,875,13,6,6,4,6.0,6.0
1987,875,17,9,1,2,9.0,1.0
1988,875,18,1,11,\N,1.0,11.0
1989,875,20,9,2,1,9.0,2.0
1990,875,30,131,10,13,131.0,10.0
1991,875,37,164,22,\N,164.0,23.0
1992,875,39,164,23,20,,
1993,875,154,208,7,7,208.0,7.0
1994,875,155,15,13,\N,15.0,13.0
1995,875,807,10,8,6,10.0,8.0
1996,875,808,207,18,16,207.0,19.0
1997,875,811,3,17,15,3.0,18.0
1998,875,813,3,15,14,3.0,15.0
1999,875,814,10,14,12,10.0,14.0
2000,875,815,15,12,11,15.0,12.0
2001,875,817,5,21,9,5.0,16.0
2002,875,818,5,16,8,5.0,17.0
2003,875,819,206,24,19,206.0,21.0
2004,876,1,1,3,4,1.0,3.0
2005,876,3,131,10,11,131.0,10.0
2006,876,4,6,5,2,6.0,5.0
2007,876,5,207,20,18,207.0,20.0
2008,876,8,208,7,7,208.0,7.0
2009,876,10,206,21,20,206.0,21.0
2010,876,13,6,6,6,6.0,6.0
2011,876,17,9,2,3,9.0,2.0
2012,876,18,1,4,5,1.0,4.0
2013,876,20,9,1,1,9.0,1.0
