,RaceId,DriverId,ConstructorId_x,GridNumber,DriverPosition,ConstructorId_y,QualifyingPosition
682,34,16,10,19,\N,10.0,19.0
683,34,17,9,16,14,9.0,6.0
684,34,18,11,18,16,11.0,18.0
685,34,20,5,6,9,5.0,8.0
686,34,21,10,20,17,10.0,20.0
687,34,22,11,13,11,11.0,14.0
688,35,1,1,4,5,1.0,4.0
689,35,2,2,8,10,2.0,8.0
690,35,3,3,18,12,3.0,18.0
691,35,4,4,6,2,4.0,6.0
692,35,5,1,5,7,1.0,5.0
693,35,6,3,16,17,3.0,16.0
694,35,7,5,9,14,5.0,9.0
695,35,8,6,3,3,6.0,3.0
696,35,9,2,13,11,2.0,13.0
697,35,10,7,10,6,7.0,10.0
698,35,12,4,11,\N,4.0,11.0
699,35,13,6,1,1,6.0,1.0
700,35,14,9,14,\N,9.0,14.0
701,35,15,7,2,8,7.0,2.0
702,35,16,10,20,16,10.0,20.0
703,35,17,9,12,9,9.0,12.0
704,35,18,11,17,13,11.0,17.0
705,35,20,5,7,4,5.0,7.0
706,35,21,10,19,18,10.0,19.0
707,35,22,11,15,15,11.0,15.0
708,337,1,1,4,3,1.0,4.0
709,337,3,131,5,5,131.0,5.0
710,337,4,6,3,1,6.0,3.0
711,337,5,205,21,15,205.0,21.0
712,337,9,4,9,11,4.0,9.0
713,337,10,166,19,\N,166.0,19.0
714,337,13,6,2,2,6.0,2.0
715,337,15,205,20,17,205.0,20.0
716,337,16,10,10,12,10.0,10.0
717,337,17,9,6,8,9.0,6.0
718,337,18,1,8,7,1.0,8.0
719,337,20,9,1,4,9.0,1.0
720,337,22,3,11,10,3.0,11.0
721,337,24,10,12,9,10.0,12.0
722,337,30,131,7,6,131.0,7.0
723,337,37,15,14,\N,15.0,14.0
724,337,67,5,15,16,5.0,15.0
725,337,153,5,18,13,5.0,18.0
726,337,155,15,16,\N,15.0,16.0
727,337,807,3,13,14,3.0,13.0
728,337,808,4,17,\N,4.0,17.0
729,337,810,166,22,\N,166.0,22.0
730,337,811,164,23,\N,164.0,23.0
731,337,812,164,24,\N,164.0,24.0
732,338,1,1,11,6,1.0,11.0
733,338,3,131,6,5,131.0,6.0
734,338,4,6,3,4,6.0,3.0
735,338,5,205,19,13,205.0,19.0
736,338,9,4,9,2,4.0,9.0
737,338,10,166,23,\N,166.0,21.0
738,338,13,6,5,3,6.0,5.0
739,338,15,205,20,\N,205.0,20.0
740,338,16,10,10,\N,10.0,10.0
741,338,17,9,2,9,9.0,2.0
742,338,18,1,4,1,1.0,4.0
743,338,20,9,1,\N,9.0,1.0
744,338,22,3,8,8,3.0,8.0
745,338,24,10,13,7,10.0,13.0
746,338,30,131,7,10,131.0,7.0
747,338,37,15,14,12,15.0,14.0
748,338,67,5,12,\N,5.0,12.0
749,338,153,5,17,11,5.0,17.0
750,338,155,15,16,\N,15.0,16.0
751,338,807,3,15,\N,3.0,15.0
752,338,808,4,18,\N,4.0,18.0
753,338,810,166,24,\N,166.0,22.0
754,338,811,164,21,\N,164.0,23.0
755,338,812,164,22,14,164.0,24.0
756,339,1,1,20,6,1.0,20.0
757,339,3,131,2,3,131.0,2.0
758,339,4,6,19,13,6.0,19.0
759,339,5,205,15,\N,205.0,15.0
760,339,9,4,6,4,4.0,6.0
761,339,10,166,16,\N,166.0,16.0
762,339,13,6,21,7,6.0,21.0
763,339,15,205,18,17,205.0,18.0
764,339,16,10,4,5,10.0,4.0
765,339,17,9,1,2,9.0,1.0
766,339,18,1,17,8,1.0,17.0
767,339,20,9,3,1,9.0,3.0
768,339,22,3,7,12,3.0,7.0
769,339,24,10,10,\N,10.0,10.0
770,339,30,131,8,\N,131.0,8.0
771,339,37,15,12,\N,15.0,12.0
772,339,67,5,13,11,5.0,13.0
773,339,153,5,14,9,5.0,14.0
774,339,155,15,9,\N,15.0,9.0
775,339,807,3,5,10,3.0,5.0
776,339,808,4,11,\N,4.0,11.0
777,339,810,166,24,14,166.0,24.0
778,339,811,164,23,16,164.0,23.0
779,339,812,164,22,15,164.0,22.0
780,340,1,1,6,2,1.0,6.0
781,340,3,131,4,3,131.0,4.0
782,340,4,6,3,4,6.0,3.0
783,340,5,205,21,14,205.0,21.0
784,340,9,4,8,5,4.0,8.0
785,340,10,166,19,\N,166.0,19.0
786,340,13,6,7,9,6.0,7.0
787,340,15,205,20,\N,205.0,20.0
788,340,16,10,10,11,10.0,10.0
789,340,17,9,2,8,9.0,2.0
790,340,18,1,5,1,1.0,5.0
791,340,20,9,1,6,9.0,1.0
792,340,22,3,11,12,3.0,11.0
793,340,24,10,18,\N,10.0,18.0
794,340,30,131,9,10,131.0,9.0
795,340,37,15,17,\N,15.0,17.0
796,340,67,5,13,\N,5.0,13.0
797,340,153,5,12,13,5.0,12.0
798,340,155,15,15,\N,15.0,15.0
799,340,807,3,16,15,3.0,16.0
800,340,808,4,14,7,4.0,14.0
801,340,810,166,22,\N,166.0,22.0
802,340,811,164,23,16,164.0,23.0
803,340,812,164,24,17,164.0,24.0
804,341,1,1,3,14,1.0,3.0
805,341,3,131,8,13,131.0,8.0
806,341,4,6,4,2,6.0,4.0
807,341,5,205,20,\N,205.0,20.0
808,341,9,4,7,8,4.0,7.0
809,341,10,166,22,18,166.0,21.0
810,341,13,6,9,6,6.0,9.0
811,341,15,205,18,17,205.0,19.0
812,341,16,10,11,7,10.0,11.0
813,341,17,9,1,1,9.0,1.0
814,341,18,1,5,5,1.0,5.0
815,341,20,9,2,3,9.0,2.0
816,341,22,3,17,9,3.0,18.0
817,341,24,10,16,15,10.0,17.0
818,341,30,131,6,4,131.0,6.0
819,341,37,15,12,\N,15.0,12.0
820,341,67,5,14,\N,5.0,15.0
821,341,153,5,15,10,5.0,16.0
822,341,155,15,10,12,15.0,10.0
823,341,807,3,13,16,3.0,13.0
824,341,808,4,19,11,4.0,14.0
825,341,810,166,23,19,166.0,22.0
826,341,811,164,21,\N,164.0,24.0
827,341,812,164,24,\N,164.0,23.0
828,342,1,1,5,5,1.0,5.0
829,342,3,131,6,7,131.0,6.0
830,342,4,6,24,6,6.0,24.0
831,342,5,205,18,\N,205.0,18.0
832,342,9,4,2,3,4.0,2.0
833,342,10,166,20,\N,166.0,20.0
834,342,13,6,4,4,6.0,4.0
835,342,15,205,19,15,205.0,19.0
836,342,16,10,12,8,10.0,12.0
837,342,17,9,1,1,9.0,1.0
838,342,18,1,8,\N,1.0,8.0
839,342,20,9,3,2,9.0,3.0
840,342,22,3,9,\N,3.0,9.0
841,342,24,10,10,9,10.0,10.0
842,342,30,131,7,12,131.0,7.0
843,342,37,15,15,\N,15.0,15.0
844,342,67,5,13,10,5.0,13.0
845,342,153,5,17,11,5.0,17.0
846,342,155,15,16,\N,15.0,16.0
847,342,807,3,11,\N,3.0,11.0
848,342,808,4,14,13,4.0,14.0
849,342,810,166,21,\N,166.0,21.0
850,342,811,164,22,\N,164.0,22.0
851,342,812,164,23,14,164.0,23.0
852,343,1,1,2,1,1.0,2.0
853,343,3,131,6,5,131.0,6.0
854,343,4,6,12,8,6.0,12.0
855,343,5,205,20,\N,205.0,20.0
856,343,9,4,7,6,4.0,7.0
857,343,10,166,21,18,166.0,21.0
858,343,13,6,8,7,6.0,8.0
859,343,15,205,19,\N,205.0,19.0
860,343,16,10,11,9,10.0,11.0
861,343,17,9,1,3,9.0,1.0
862,343,18,1,4,2,1.0,4.0
863,343,20,9,3,\N,9.0,3.0
864,343,22,3,15,14,3.0,15.0
865,343,24,10,18,13,10.0,18.0
866,343,30,131,5,4,131.0,5.0
867,343,37,15,13,11,15.0,13.0
868,343,67,5,14,16,5.0,14.0
869,343,153,5,16,12,5.0,16.0
870,343,155,15,10,10,15.0,10.0
871,343,807,3,17,17,3.0,17.0
872,343,808,4,9,15,4.0,9.0
873,343,810,166,23,19,166.0,23.0
874,343,811,164,22,\N,164.0,22.0
875,343,812,164,24,20,164.0,24.0
876,344,1,1,1,1,1.0,1.0
877,344,3,131,10,6,131.0,10.0
878,344,4,6,3,3,6.0,4.0
879,344,5,205,19,16,205.0,19.0
880,344,9,4,8,7,4.0,8.0
881,344,10,166,21,\N,166.0,21.0
882,344,13,6,6,15,6.0,7.0
883,344,15,205,20,\N,205.0,20.0
884,344,16,10,9,10,10.0,9.0
885,344,17,9,7,5,9.0,2.0
886,344,18,1,4,2,1.0,5.0
887,344,20,9,2,4,9.0,3.0
888,344,22,3,11,14,3.0,11.0
889,344,24,10,5,9,10.0,6.0
890,344,30,131,13,11,131.0,13.0
891,344,37,15,17,\N,15.0,17.0
892,344,67,5,15,8,5.0,15.0
893,344,153,5,16,12,5.0,16.0
894,344,155,15,18,\N,15.0,18.0
895,344,807,3,12,13,3.0,12.0
896,344,808,4,14,17,4.0,14.0
897,344,810,166,23,19,166.0,23.0
898,344,811,164,22,\N,164.0,22.0
899,344,812,164,24,18,164.0,24.0
900,345,1,1,3,2,1.0,3.0
901,345,3,131,12,10,131.0,12.0
902,345,4,6,4,8,6.0,4.0
903,345,5,205,20,\N,205.0,20.0
904,345,9,4,6,5,4.0,6.0
905,345,10,166,22,19,166.0,22.0
906,345,13,6,5,11,6.0,5.0
907,345,15,205,19,21,205.0,19.0
908,345,16,10,13,6,10.0,13.0
909,345,17,9,2,\N,9.0,2.0
910,345,18,1,7,3,1.0,7.0
911,345,20,9,1,1,9.0,1.0
912,345,22,3,9,4,3.0,9.0
913,345,24,10,14,16,10.0,14.0
914,345,30,131,15,15,131.0,15.0
915,345,37,15,16,12,15.0,16.0
916,345,67,5,11,9,5.0,11.0
917,345,153,5,17,13,5.0,17.0
918,345,155,15,18,7,15.0,18.0
919,345,807,3,8,\N,3.0,8.0
920,345,808,4,10,14,4.0,10.0
921,345,810,166,21,17,166.0,21.0
922,345,811,164,24,20,164.0,24.0
923,345,812,164,23,18,164.0,23.0
924,346,1,1,4,2,1.0,4.0
925,346,3,131,5,3,131.0,5.0
926,346,4,6,3,14,6.0,3.0
927,346,5,205,18,17,205.0,19.0
928,346,9,4,6,\N,4.0,6.0
929,346,10,166,19,18,166.0,20.0
930,346,13,6,7,15,6.0,7.0
931,346,15,205,21,16,205.0,21.0
932,346,16,10,11,8,10.0,11.0
933,346,17,9,2,1,9.0,2.0
934,346,18,1,14,4,1.0,14.0
935,346,20,9,1,7,9.0,1.0
936,346,22,3,8,5,3.0,8.0
937,346,24,10,20,11,10.0,15.0
938,346,29,164,24,20,164.0,24.0
939,346,30,131,10,9,131.0,10.0
940,346,37,15,9,\N,15.0,9.0
941,346,67,5,16,12,5.0,17.0
942,346,153,5,17,\N,5.0,18.0
943,346,155,15,12,6,15.0,12.0
944,346,807,3,13,10,3.0,13.0
945,346,808,4,15,13,4.0,16.0
946,346,810,166,22,\N,166.0,22.0
947,346,812,164,23,19,164.0,23.0
948,347,1,1,6,4,1.0,6.0
949,347,3,131,9,8,131.0,9.0
950,347,4,6,2,1,6.0,2.0
951,347,5,205,18,\N,205.0,19.0
952,347,9,4,7,7,4.0,7.0
953,347,10,166,23,18,166.0,20.0
954,347,13,6,3,2,6.0,3.0
955,347,15,205,17,\N,205.0,18.0
956,347,16,10,19,17,10.0,14.0
957,347,17,9,4,6,9.0,4.0
958,347,18,1,5,5,1.0,5.0
959,347,20,9,1,3,9.0,1.0
960,347,22,3,8,12,3.0,8.0
961,347,24,10,21,16,10.0,22.0
962,347,29,164,22,\N,164.0,23.0
963,347,30,131,11,9,131.0,11.0
964,347,37,15,14,14,15.0,15.0
965,347,67,5,16,\N,5.0,17.0
966,347,153,5,15,15,5.0,16.0
967,347,155,15,12,11,15.0,12.0
968,347,807,3,10,13,3.0,10.0
969,347,808,4,13,10,4.0,13.0
970,347,810,166,24,\N,166.0,24.0
971,347,811,164,20,19,164.0,21.0
972,348,1,1,5,\N,1.0,5.0
973,348,3,131,6,\N,131.0,6.0
974,348,4,6,3,2,6.0,3.0
975,348,5,205,19,14,205.0,20.0
976,348,9,4,8,\N,4.0,8.0
977,348,10,166,18,16,166.0,19.0
978,348,13,6,4,4,6.0,4.0
979,348,15,205,20,15,205.0,21.0
980,348,16,10,13,\N,10.0,13.0
981,348,17,9,2,1,9.0,2.0
982,348,18,1,11,8,1.0,11.0
983,348,20,9,1,3,9.0,1.0
984,348,22,3,12,10,3.0,12.0
985,348,24,10,16,13,10.0,16.0
986,348,29,164,24,19,164.0,24.0
987,348,30,131,14,11,131.0,14.0
988,348,37,15,9,7,15.0,9.0
989,348,67,5,15,12,5.0,15.0
990,348,153,5,17,\N,5.0,17.0
991,348,155,15,23,9,15.0,18.0
992,348,807,3,10,6,3.0,10.0
993,348,808,4,7,5,4.0,7.0
994,348,810,166,21,18,166.0,22.0
995,348,811,164,22,17,164.0,23.0
996,349,1,1,2,1,1.0,2.0
997,349,3,131,14,6,131.0,12.0
998,349,4,6,10,\N,6.0,10.0
999,349,5,205,13,16,205.0,16.0
1000,349,9,4,3,3,4.0,3.0
1001,349,10,166,20,18,166.0,17.0
1002,349,13,6,6,4,6.0,6.0
1003,349,15,205,15,19,205.0,18.0
1004,349,16,10,8,5,10.0,8.0
1005,349,17,9,1,2,9.0,1.0
1006,349,18,1,5,\N,1.0,5.0
1007,349,20,9,4,15,9.0,4.0
1008,349,22,3,7,\N,3.0,7.0
1009,349,24,10,12,10,10.0,14.0
1010,349,29,164,19,20,164.0,21.0
1011,349,30,131,21,7,131.0,11.0
1012,349,37,15,24,11,15.0,22.0
1013,349,67,5,16,12,5.0,15.0
1014,349,153,5,11,13,5.0,13.0
1015,349,155,15,17,8,15.0,19.0
1016,349,807,3,9,14,3.0,9.0
1017,349,808,4,23,9,4.0,24.0
1018,349,810,166,22,17,166.0,23.0
1019,349,811,164,18,\N,164.0,20.0
1020,350,1,1,5,\N,1.0,5.0
1021,350,3,131,7,5,131.0,7.0
1022,350,4,6,1,1,6.0,1.0
1023,350,5,205,18,18,205.0,19.0
1024,350,9,4,9,8,4.0,9.0
1025,350,10,166,24,17,166.0,21.0
1026,350,13,6,3,3,6.0,3.0
1027,350,15,205,17,\N,205.0,18.0
1028,350,16,10,11,16,10.0,11.0
1029,350,17,9,4,6,9.0,4.0
1030,350,18,1,2,2,1.0,2.0
1031,350,20,9,6,4,9.0,6.0
1032,350,22,3,10,10,3.0,10.0
1033,350,24,10,19,12,10.0,20.0
1034,350,29,164,23,19,164.0,24.0
1035,350,30,131,12,9,131.0,12.0
1036,350,37,15,16,14,15.0,17.0
1037,350,67,5,14,11,5.0,14.0
1038,350,153,5,15,15,5.0,16.0
1039,350,155,15,13,\N,15.0,13.0
1040,350,807,3,8,7,3.0,8.0
1041,350,808,4,20,13,4.0,15.0
1042,350,810,166,21,20,166.0,22.0
1043,350,811,164,22,\N,164.0,23.0
1044,351,1,1,3,\N,1.0,3.0
1045,351,2,15,14,\N,15.0,15.0
1046,351,3,131,7,5,131.0,7.0
1047,351,4,6,1,1,6.0,1.0
1048,351,5,205,19,16,205.0,19.0
1049,351,9,4,8,7,4.0,8.0
1050,351,10,166,18,\N,166.0,18.0
1051,351,13,6,24,8,6.0,24.0
1052,351,15,205,21,\N,205.0,21.0
1053,351,16,10,15,9,10.0,16.0
1054,351,17,9,5,3,9.0,5.0
1055,351,18,1,4,4,1.0,4.0
1056,351,20,9,2,2,9.0,2.0
1057,351,22,3,6,6,3.0,6.0
1058,351,24,10,16,\N,10.0,17.0
1059,351,30,131,9,13,131.0,9.0
1060,351,32,164,22,\N,164.0,22.0
1061,351,67,5,13,14,5.0,14.0
1062,351,153,5,11,12,5.0,11.0
1063,351,155,15,10,\N,15.0,10.0
1064,351,807,3,17,10,3.0,12.0
1065,351,808,4,12,11,4.0,13.0
1066,351,810,166,20,15,166.0,20.0
1067,351,811,164,23,\N,164.0,23.0
1068,352,1,1,8,5,1.0,3.0
1069,352,2,15,11,8,15.0,11.0
1070,352,3,131,6,\N,131.0,7.0
1071,352,4,6,4,3,6.0,5.0
1072,352,5,205,20,12,205.0,20.0
1073,352,9,4,3,\N,4.0,4.0
1074,352,10,166,22,14,166.0,22.0
1075,352,13,6,12,\N,6.0,12.0
1076,352,15,205,19,13,205.0,19.0
1077,352,16,10,15,\N,10.0,15.0
1078,352,17,9,2,2,9.0,2.0
1079,352,18,1,5,4,1.0,6.0
1080,352,20,9,1,1,9.0,1.0
1081,352,22,3,7,9,3.0,8.0
1082,352,24,10,17,\N,10.0,17.0
1083,352,29,164,24,16,164.0,24.0
1084,352,30,131,10,6,131.0,10.0
1085,352,67,5,18,10,5.0,18.0
1086,352,153,5,16,11,5.0,16.0
1087,352,155,15,14,7,15.0,14.0
1088,352,807,3,9,\N,3.0,9.0
1089,352,808,4,13,\N,4.0,13.0
1090,352,810,166,21,\N,166.0,21.0
1091,352,811,164,23,15,164.0,23.0
1092,353,1,1,4,2,1.0,4.0
1093,353,2,15,13,9,15.0,13.0
1094,353,3,131,5,\N,131.0,5.0
1095,353,4,6,3,1,6.0,3.0
1096,353,5,205,21,13,205.0,21.0
1097,353,9,4,8,5,4.0,8.0
1098,353,10,166,19,\N,166.0,20.0
1099,353,13,6,6,3,6.0,6.0
1100,353,15,205,18,\N,205.0,19.0
1101,353,16,10,14,\N,10.0,14.0
1102,353,17,9,2,\N,9.0,2.0
1103,353,18,1,7,12,1.0,7.0
1104,353,20,9,1,\N,9.0,1.0
1105,353,22,3,10,7,3.0,10.0
1106,353,24,10,17,6,10.0,18.0
1107,353,29,164,23,15,164.0,23.0
1108,353,30,131,9,4,131.0,9.0
1109,353,67,5,16,\N,5.0,17.0
1110,353,153,5,15,11,5.0,16.0
1111,353,155,15,12,8,15.0,12.0
1112,353,807,3,11,10,3.0,11.0
1113,353,808,4,20,\N,4.0,15.0
1114,353,810,166,22,\N,166.0,22.0
1115,353,811,164,24,14,164.0,24.0
1116,354,1,1,4,4,1.0,4.0
1117,354,2,15,15,17,15.0,16.0
1118,354,3,131,13,6,131.0,13.0
1119,354,4,6,5,3,6.0,5.0
1120,354,5,205,20,18,205.0,21.0
1121,354,9,4,7,9,4.0,7.0
1122,354,10,166,17,20,166.0,19.0
1123,354,13,6,9,15,6.0,9.0
1124,354,15,205,18,19,205.0,20.0
1125,354,16,10,22,12,10.0,18.0
1126,354,17,9,3,2,9.0,3.0
1127,354,18,1,11,5,1.0,11.0
1128,354,20,9,2,1,9.0,2.0
1129,354,22,3,6,14,3.0,6.0
1130,354,24,10,16,\N,10.0,17.0
1131,354,30,131,8,7,131.0,8.0
1132,354,32,164,23,22,164.0,23.0
1133,354,67,5,19,13,5.0,15.0
1134,354,153,5,14,11,5.0,14.0
1135,354,155,15,12,10,15.0,12.0
1136,354,807,3,1,8,3.0,1.0
1137,354,808,4,10,16,4.0,10.0
1138,354,810,166,21,\N,166.0,22.0
1139,354,811,164,24,21,164.0,24.0
1140,355,1,1,2,2,1.0,2.0
1141,355,2,15,14,11,15.0,14.0
1142,355,3,131,9,4,131.0,9.0
1143,355,4,6,3,7,6.0,3.0
1144,355,5,205,20,17,205.0,20.0
1145,355,9,4,11,5,4.0,11.0
1146,355,10,166,21,\N,166.0,21.0
1147,355,13,6,6,10,6.0,6.0
1148,355,15,205,19,21,205.0,19.0
1149,355,16,10,13,13,10.0,13.0
1150,355,17,9,5,8,9.0,5.0
1151,355,18,1,4,3,1.0,4.0
1152,355,20,9,1,1,9.0,1.0
1153,355,22,3,7,12,3.0,7.0
1154,355,24,10,16,\N,10.0,16.0
1155,355,30,131,8,\N,131.0,8.0
1156,355,32,164,24,20,164.0,24.0
1157,355,67,5,18,15,5.0,18.0
1158,355,153,5,17,9,5.0,17.0
1159,355,155,15,12,14,15.0,12.0
1160,355,807,3,15,16,3.0,15.0
1161,355,808,4,10,6,4.0,10.0
1162,355,810,166,22,18,166.0,22.0
1163,355,811,164,23,19,164.0,23.0
1164,841,1,1,2,2,1.0,2.0
1165,841,2,4,18,12,4.0,18.0
1166,841,3,131,7,\N,131.0,7.0
1167,841,4,6,5,4,6.0,5.0
1168,841,5,205,19,\N,205.0,19.0
1169,841,10,166,21,\N,166.0,21.0
1170,841,13,6,8,7,6.0,8.0
1171,841,15,205,20,13,205.0,20.0
1172,841,16,10,16,9,10.0,16.0
1173,841,17,9,3,5,9.0,3.0
1174,841,18,1,4,6,1.0,4.0
1175,841,20,9,1,1,9.0,1.0
1176,841,22,3,17,\N,3.0,17.0
1177,841,24,164,0,\N,164.0,23.0
1178,841,30,131,11,\N,131.0,11.0
1179,841,39,164,0,\N,164.0,24.0
1180,841,67,5,10,8,5.0,10.0
1181,841,153,5,12,11,5.0,12.0
1182,841,155,15,9,\N,15.0,9.0
1183,841,808,4,6,3,4.0,6.0
1184,841,813,3,15,\N,3.0,15.0
1185,841,814,10,14,10,10.0,14.0
1186,841,815,15,13,\N,15.0,13.0
1187,841,816,166,22,14,166.0,22.0
1188,842,1,1,2,8,1.0,2.0
1189,842,2,4,6,3,4.0,6.0
1190,842,3,131,9,12,131.0,9.0
1191,842,4,6,5,6,6.0,5.0
1192,842,5,205,19,15,205.0,19.0
1193,842,10,166,21,16,166.0,21.0
1194,842,13,6,7,5,6.0,7.0
1195,842,15,205,20,\N,205.0,20.0
1196,842,16,10,17,11,10.0,17.0
1197,842,17,9,3,4,9.0,3.0
1198,842,18,1,4,2,1.0,4.0
1199,842,20,9,1,1,9.0,1.0
1200,842,22,3,15,\N,3.0,15.0
1201,842,24,164,23,\N,164.0,23.0
1202,842,30,131,11,9,131.0,11.0
1203,842,39,164,24,\N,164.0,24.0
1204,842,67,5,12,13,5.0,12.0
1205,842,153,5,13,14,5.0,13.0
1206,842,155,15,10,7,15.0,10.0
1207,842,808,4,8,17,4.0,8.0
1208,842,813,3,18,\N,3.0,18.0
1209,842,814,10,14,10,10.0,14.0
1210,842,815,15,16,\N,15.0,16.0
1211,842,816,166,22,\N,166.0,22.0
1212,843,1,1,3,1,1.0,3.0
1213,843,2,4,16,12,4.0,16.0
1214,843,3,131,4,5,131.0,4.0
1215,843,4,6,5,7,6.0,5.0
1216,843,5,205,19,16,205.0,19.0
1217,843,10,166,22,21,166.0,22.0
1218,843,13,6,6,6,6.0,6.0
1219,843,15,205,20,19,205.0,20.0
1220,843,16,10,11,15,10.0,11.0
1221,843,17,9,18,3,9.0,18.0
1222,843,18,1,2,4,1.0,2.0
1223,843,20,9,1,2,9.0,1.0
1224,843,22,3,15,13,3.0,15.0
1225,843,24,164,23,22,164.0,23.0
1226,843,30,131,14,8,131.0,14.0
1227,843,39,164,24,23,164.0,24.0
1228,843,67,5,9,14,5.0,9.0
1229,843,153,5,7,\N,5.0,7.0
1230,843,155,15,13,10,15.0,13.0
1231,843,808,4,10,9,4.0,10.0
1232,843,813,3,17,18,3.0,17.0
1233,843,814,10,8,11,10.0,8.0
1234,843,815,15,12,17,15.0,12.0
1235,843,816,166,21,20,166.0,21.0
1236,844,1,1,4,4,1.0,4.0
1237,844,2,4,9,7,4.0,9.0
1238,844,3,131,3,5,131.0,3.0
1239,844,4,6,5,3,6.0,5.0
1240,844,5,205,18,19,205.0,18.0
1241,844,10,166,21,\N,166.0,22.0
1242,844,13,6,10,11,6.0,10.0
1243,844,15,205,19,18,205.0,19.0
1244,844,16,10,12,13,10.0,12.0
1245,844,17,9,2,2,9.0,2.0
1246,844,18,1,6,6,1.0,6.0
1247,844,20,9,1,1,9.0,1.0
1248,844,22,3,11,15,3.0,11.0
1249,844,24,164,20,22,164.0,21.0
1250,844,30,131,8,12,131.0,8.0
1251,844,39,164,22,21,164.0,23.0
1252,844,67,5,16,9,5.0,16.0
1253,844,153,5,17,16,5.0,17.0
1254,844,155,15,24,10,,
1255,844,808,4,7,8,4.0,7.0
1256,844,813,3,14,17,3.0,14.0
1257,844,814,10,13,\N,10.0,13.0
1258,844,815,15,15,14,15.0,15.0
1259,844,816,166,23,20,166.0,20.0
1260,845,1,1,3,2,1.0,3.0
1261,845,2,4,24,8,,
1262,845,3,131,7,7,131.0,7.0
1263,845,4,6,4,5,6.0,4.0
1264,845,5,205,15,\N,205.0,15.0
1265,845,10,166,20,19,166.0,20.0
1266,845,13,6,8,\N,6.0,8.0
1267,845,15,205,18,18,205.0,18.0
1268,845,16,10,17,13,10.0,17.0
1269,845,17,9,1,4,9.0,1.0
1270,845,18,1,5,3,1.0,5.0
1271,845,20,9,2,1,9.0,2.0
1272,845,22,3,19,17,3.0,19.0
1273,845,24,164,21,\N,164.0,21.0
1274,845,30,131,10,6,131.0,10.0
1275,845,39,164,22,21,164.0,22.0
1276,845,67,5,11,14,5.0,11.0
1277,845,153,5,13,16,5.0,13.0
1278,845,155,15,14,10,15.0,14.0
1279,845,808,4,6,11,4.0,6.0
1280,845,813,3,9,15,3.0,9.0
1281,845,814,10,16,12,10.0,16.0
1282,845,815,15,12,9,15.0,12.0
1283,845,816,166,23,20,166.0,23.0
1284,846,1,1,9,6,1.0,7.0
1285,846,2,4,15,8,4.0,16.0
1286,846,3,131,7,11,131.0,8.0
1287,846,4,6,4,2,6.0,4.0
1288,846,5,205,17,14,205.0,18.0
1289,846,10,166,20,\N,166.0,21.0
1290,846,13,6,6,\N,6.0,6.0
1291,846,15,205,18,13,205.0,19.0
1292,846,16,10,14,7,10.0,15.0
1293,846,17,9,3,4,9.0,3.0
1294,846,18,1,2,3,1.0,2.0
1295,846,20,9,1,1,9.0,1.0
1296,846,22,3,11,9,3.0,12.0
1297,846,24,164,23,16,164.0,24.0
1298,846,30,131,5,\N,131.0,5.0
1299,846,39,164,22,17,164.0,23.0
1300,846,67,5,16,10,5.0,17.0
1301,846,153,5,19,\N,5.0,20.0
1302,846,155,15,12,5,15.0,13.0
1303,846,808,4,10,\N,4.0,11.0
1304,846,813,3,8,18,3.0,9.0
1305,846,814,10,13,12,10.0,14.0
1306,846,815,15,0,\N,15.0,10.0
1307,846,816,166,21,15,166.0,22.0
1308,847,1,1,5,\N,1.0,5.0
1309,847,2,4,9,\N,4.0,9.0
1310,847,3,131,6,11,131.0,6.0
1311,847,4,6,2,\N,6.0,2.0
1312,847,5,205,19,\N,205.0,20.0
1313,847,10,166,21,16,166.0,22.0
1314,847,13,6,3,6,6.0,3.0
1315,847,15,205,18,17,205.0,19.0
1316,847,16,10,14,\N,10.0,14.0
1317,847,17,9,4,3,9.0,4.0
1318,847,18,1,7,1,1.0,7.0
1319,847,20,9,1,2,9.0,1.0
1320,847,22,3,16,9,3.0,16.0
1321,847,24,164,20,13,164.0,21.0
1322,847,30,131,8,4,131.0,8.0
1323,847,37,15,17,12,15.0,17.0
1324,847,39,164,22,14,164.0,23.0
1325,847,67,5,15,10,5.0,15.0
1326,847,153,5,24,8,5.0,18.0
1327,847,155,15,13,7,15.0,13.0
1328,847,808,4,10,5,4.0,10.0
1329,847,813,3,12,\N,3.0,12.0
1330,847,814,10,11,18,10.0,11.0
1331,847,816,166,23,15,166.0,24.0
1332,848,1,1,3,4,1.0,3.0
1333,848,2,4,9,10,4.0,9.0
1334,848,3,131,7,7,131.0,7.0
1335,848,4,6,4,2,6.0,4.0
1336,848,5,205,19,19,205.0,19.0
1337,848,10,166,21,21,166.0,21.0
1338,848,13,6,5,5,6.0,5.0
1339,848,15,205,20,20,205.0,20.0
1340,848,16,10,10,9,10.0,10.0
1341,848,17,9,2,3,9.0,2.0
1342,848,18,1,6,6,1.0,6.0
1343,848,20,9,1,1,9.0,1.0
1344,848,22,3,13,12,3.0,13.0
1345,848,24,164,22,23,164.0,22.0
1346,848,30,131,8,17,131.0,8.0
1347,848,39,164,24,24,164.0,24.0
1348,848,67,5,17,13,5.0,17.0
1349,848,153,5,18,8,5.0,18.0
1350,848,155,15,14,16,15.0,14.0
1351,848,808,4,11,15,4.0,11.0
1352,848,813,3,15,18,3.0,15.0
1353,848,814,10,12,14,10.0,12.0
