,RaceId,DriverId,ConstructorId,GridNumber,QualifyingPosition,CircuitId,TotalDriverPoints
853,343,3,131,6,6,5,66
854,343,4,6,12,12,5,79
855,343,5,205,20,20,5,0
856,343,9,4,7,7,5,67
857,343,10,166,21,21,5,0
858,343,13,6,8,8,5,67
859,343,15,205,19,19,5,0
860,343,16,10,11,11,5,22
861,343,17,9,1,1,5,93
862,343,18,1,4,4,5,88
863,343,20,9,3,3,5,78
864,343,22,3,15,15,5,7
865,343,24,10,18,18,5,10
866,343,30,131,5,5,5,34
867,343,37,15,13,13,5,0
868,343,67,5,14,14,5,1
869,343,153,5,16,16,5,3
870,343,155,15,10,10,5,1
871,343,807,3,17,17,5,1
872,343,808,4,9,9,5,6
873,343,810,166,23,23,5,0
874,343,811,164,22,22,5,0
875,343,812,164,24,24,5,0
876,344,1,1,1,1,7,109
877,344,3,131,10,10,7,74
878,344,4,6,3,4,7,94
879,344,5,205,19,19,7,0
880,344,9,4,8,8,7,73
881,344,10,166,21,21,7,0
882,344,13,6,6,7,7,67
883,344,15,205,20,20,7,0
884,344,16,10,9,9,7,23
885,344,17,9,7,2,7,103
886,344,18,1,4,5,7,106
887,344,20,9,2,3,7,90
888,344,22,3,11,11,7,7
889,344,24,10,5,6,7,12
890,344,30,131,13,13,7,34
891,344,37,15,17,17,7,0
892,344,67,5,15,15,7,5
893,344,153,5,16,16,7,3
894,344,155,15,18,18,7,1
895,344,807,3,12,12,7,1
896,344,808,4,14,14,7,6
897,344,810,166,23,23,7,0
898,344,811,164,22,22,7,0
899,344,812,164,24,24,7,0
900,345,1,1,3,3,12,127
901,345,3,131,12,12,12,75
902,345,4,6,4,4,12,98
903,345,5,205,20,20,12,0
904,345,9,4,6,6,12,83
905,345,10,166,22,22,12,0
906,345,13,6,5,5,12,67
907,345,15,205,19,19,12,0
908,345,16,10,13,13,12,31
909,345,17,9,2,2,12,103
910,345,18,1,7,7,12,121
911,345,20,9,1,1,12,115
912,345,22,3,9,9,12,19
913,345,24,10,14,14,12,12
914,345,30,131,15,15,12,34
915,345,37,15,16,16,12,0
916,345,67,5,11,11,12,7
917,345,153,5,17,17,12,3
918,345,155,15,18,18,12,7
919,345,807,3,8,8,12,1
920,345,808,4,10,10,12,6
921,345,810,166,21,21,12,0
922,345,811,164,24,24,12,0
923,345,812,164,23,23,12,0
924,346,1,1,4,4,9,145
925,346,3,131,5,5,9,90
926,346,4,6,3,3,9,98
927,346,5,205,18,19,9,0
928,346,9,4,6,6,9,83
929,346,10,166,19,20,9,0
930,346,13,6,7,7,9,67
931,346,15,205,21,21,9,0
932,346,16,10,11,11,9,35
933,346,17,9,2,2,9,128
934,346,18,1,14,14,9,133
935,346,20,9,1,1,9,121
936,346,22,3,8,8,9,29
937,346,24,10,20,15,9,12
938,346,29,164,24,24,9,0
939,346,30,131,10,10,9,36
940,346,37,15,9,9,9,0
941,346,67,5,16,17,9,7
942,346,153,5,17,18,9,3
943,346,155,15,12,12,9,15
944,346,807,3,13,13,9,2
945,346,808,4,15,16,9,6
946,346,810,166,22,22,9,0
947,346,812,164,23,23,9,0
948,347,1,1,6,6,10,157
949,347,3,131,9,9,10,94
950,347,4,6,2,2,10,123
951,347,5,205,18,19,10,0
952,347,9,4,7,7,10,89
953,347,10,166,23,20,10,0
954,347,13,6,3,3,10,85
955,347,15,205,17,18,10,0
956,347,16,10,19,14,10,35
957,347,17,9,4,4,10,136
958,347,18,1,5,5,10,143
959,347,20,9,1,1,10,136
960,347,22,3,8,8,10,29
961,347,24,10,21,22,10,12
962,347,29,164,22,23,10,0
963,347,30,131,11,11,10,38
964,347,37,15,14,15,10,0
965,347,67,5,16,17,10,7
966,347,153,5,15,16,10,3
967,347,155,15,12,12,10,15
968,347,807,3,10,10,10,2
969,347,808,4,13,13,10,7
970,347,810,166,24,24,10,0
971,347,811,164,20,21,10,0
972,348,1,1,5,5,11,157
973,348,3,131,6,6,11,94
974,348,4,6,3,3,11,141
975,348,5,205,19,20,11,0
976,348,9,4,8,8,11,89
977,348,10,166,18,19,11,0
978,348,13,6,4,4,11,97
979,348,15,205,20,21,11,0
980,348,16,10,13,13,11,35
981,348,17,9,2,2,11,161
982,348,18,1,11,11,11,147
983,348,20,9,1,1,11,151
984,348,22,3,12,12,11,30
985,348,24,10,16,16,11,12
986,348,29,164,24,24,11,0
987,348,30,131,14,14,11,38
988,348,37,15,9,9,11,6
989,348,67,5,15,15,11,7
990,348,153,5,17,17,11,3
991,348,155,15,23,18,11,17
992,348,807,3,10,10,11,10
993,348,808,4,7,7,11,17
994,348,810,166,21,22,11,0
995,348,811,164,22,23,11,0
996,349,1,1,2,2,13,182
997,349,3,131,14,12,13,102
998,349,4,6,10,10,13,141
999,349,5,205,13,16,13,0
1000,349,9,4,3,3,13,104
1001,349,10,166,20,17,13,0
1002,349,13,6,6,6,13,109
1003,349,15,205,15,18,13,0
1004,349,16,10,8,8,13,45
1005,349,17,9,1,1,13,179
1006,349,18,1,5,5,13,147
1007,349,20,9,4,4,13,151
1008,349,22,3,7,7,13,30
1009,349,24,10,12,14,13,13
1010,349,29,164,19,21,13,0
1011,349,30,131,21,11,13,44
1012,349,37,15,24,22,13,6
1013,349,67,5,16,15,13,7
1014,349,153,5,11,13,13,3
1015,349,155,15,17,19,13,21
1016,349,807,3,9,9,13,10
1017,349,808,4,23,24,13,19
1018,349,810,166,22,23,13,0
1019,349,811,164,18,20,13,0
1020,350,1,1,5,5,14,182
1021,350,3,131,7,7,14,112
1022,350,4,6,1,1,14,166
1023,350,5,205,18,19,14,0
1024,350,9,4,9,9,14,108
1025,350,10,166,24,21,14,0
1026,350,13,6,3,3,14,124
1027,350,15,205,17,18,14,0
1028,350,16,10,11,11,14,45
1029,350,17,9,4,4,14,187
1030,350,18,1,2,2,14,165
1031,350,20,9,6,6,14,163
1032,350,22,3,10,10,14,31
1033,350,24,10,19,20,14,13
1034,350,29,164,23,24,14,0
1035,350,30,131,12,12,14,46
1036,350,37,15,16,17,14,6
1037,350,67,5,14,14,14,7
1038,350,153,5,15,16,14,3
1039,350,155,15,13,13,14,21
1040,350,807,3,8,8,14,16
1041,350,808,4,20,15,14,19
1042,350,810,166,21,22,14,0
1043,350,811,164,22,23,14,0
1044,351,1,1,3,3,15,182
1045,351,2,15,14,15,15,0
1046,351,3,131,7,7,15,122
1047,351,4,6,1,1,15,191
1048,351,5,205,19,19,15,0
1049,351,9,4,8,8,15,114
1050,351,10,166,18,18,15,0
1051,351,13,6,24,24,15,128
1052,351,15,205,21,21,15,0
1053,351,16,10,15,16,15,47
1054,351,17,9,5,5,15,202
1055,351,18,1,4,4,15,177
1056,351,20,9,2,2,15,181
1057,351,22,3,6,6,15,39
1058,351,24,10,16,17,15,13
1059,351,30,131,9,9,15,46
1060,351,32,164,22,22,15,0
1061,351,67,5,13,14,15,7
1062,351,153,5,11,11,15,3
1063,351,155,15,10,10,15,21
1064,351,807,3,17,12,15,17
1065,351,808,4,12,13,15,19
1066,351,810,166,20,20,15,0
1067,351,811,164,23,23,15,0
1068,352,1,1,8,3,22,192
1069,352,2,15,11,11,22,4
1070,352,3,131,6,7,22,122
1071,352,4,6,4,5,22,206
1072,352,5,205,20,20,22,0
1073,352,9,4,3,4,22,114
1074,352,10,166,22,22,22,0
1075,352,13,6,12,12,22,128
1076,352,15,205,19,19,22,0
1077,352,16,10,15,15,22,47
1078,352,17,9,2,2,22,220
1079,352,18,1,5,6,22,189
1080,352,20,9,1,1,22,206
1081,352,22,3,7,8,22,41
1082,352,24,10,17,17,22,13
1083,352,29,164,24,24,22,0
1084,352,30,131,10,10,22,54
1085,352,67,5,18,18,22,8
1086,352,153,5,16,16,22,3
1087,352,155,15,14,14,22,27
1088,352,807,3,9,9,22,17
1089,352,808,4,13,13,22,19
1090,352,810,166,21,21,22,0
1091,352,811,164,23,23,22,0
1092,353,1,1,4,4,35,210
1093,353,2,15,13,13,35,6
1094,353,3,131,5,5,35,122
1095,353,4,6,3,3,35,231
1096,353,5,205,21,21,35,0
1097,353,9,4,8,8,35,124
1098,353,10,166,19,20,35,0
1099,353,13,6,6,6,35,143
1100,353,15,205,18,19,35,0
1101,353,16,10,14,14,35,47
1102,353,17,9,2,2,35,220
1103,353,18,1,7,7,35,189
1104,353,20,9,1,1,35,206
1105,353,22,3,10,10,35,47
1106,353,24,10,17,18,35,21
1107,353,29,164,23,23,35,0
1108,353,30,131,9,9,35,66
1109,353,67,5,16,17,35,8
1110,353,153,5,15,16,35,3
1111,353,155,15,12,12,35,31
1112,353,807,3,11,11,35,18
1113,353,808,4,20,15,35,19
1114,353,810,166,22,22,35,0
1115,353,811,164,24,24,35,0
1116,354,1,1,4,4,18,222
1117,354,2,15,15,16,18,6
1118,354,3,131,13,13,18,130
1119,354,4,6,5,5,18,246
1120,354,5,205,20,21,18,0
1121,354,9,4,7,7,18,126
1122,354,10,166,17,19,18,0
1123,354,13,6,9,9,18,143
1124,354,15,205,18,20,18,0
1125,354,16,10,22,18,18,47
1126,354,17,9,3,3,18,238
1127,354,18,1,11,11,18,199
1128,354,20,9,2,2,18,231
1129,354,22,3,6,6,18,47
1130,354,24,10,16,17,18,21
1131,354,30,131,8,8,18,72
1132,354,32,164,23,23,18,0
1133,354,67,5,19,15,18,8
1134,354,153,5,14,14,18,3
1135,354,155,15,12,12,18,32
1136,354,807,3,1,1,18,22
1137,354,808,4,10,10,18,19
1138,354,810,166,21,22,18,0
1139,354,811,164,24,24,18,0
1140,355,1,1,2,2,24,240
1141,355,2,15,14,14,24,6
1142,355,3,131,9,9,24,142
1143,355,4,6,3,3,24,252
1144,355,5,205,20,20,24,0
1145,355,9,4,11,11,24,136
1146,355,10,166,21,21,24,0
1147,355,13,6,6,6,24,144
1148,355,15,205,19,19,24,0
1149,355,16,10,13,13,24,47
1150,355,17,9,5,5,24,242
1151,355,18,1,4,4,24,214
1152,355,20,9,1,1,24,256
1153,355,22,3,7,7,24,47
1154,355,24,10,16,16,24,21
1155,355,30,131,8,8,24,72
1156,355,32,164,24,24,24,0
1157,355,67,5,18,18,24,8
1158,355,153,5,17,17,24,5
1159,355,155,15,12,12,24,32
1160,355,807,3,15,15,24,22
1161,355,808,4,10,10,24,27
1162,355,810,166,22,22,24,0
1163,355,811,164,23,23,24,0
1164,841,1,1,2,2,1,18
1165,841,2,4,18,18,1,0
1166,841,3,131,7,7,1,0
1167,841,4,6,5,5,1,12
1168,841,5,205,19,19,1,0
1169,841,10,166,21,21,1,0
1170,841,13,6,8,8,1,6
1171,841,15,205,20,20,1,0
1172,841,16,10,16,16,1,2
1173,841,17,9,3,3,1,10
1174,841,18,1,4,4,1,8
1175,841,20,9,1,1,1,25
1176,841,22,3,17,17,1,0
1177,841,24,164,0,23,1,0
1178,841,30,131,11,11,1,0
1179,841,39,164,0,24,1,0
1180,841,67,5,10,10,1,4
1181,841,153,5,12,12,1,0
1182,841,155,15,9,9,1,0
1183,841,808,4,6,6,1,15
1184,841,813,3,15,15,1,0
1185,841,814,10,14,14,1,1
1186,841,815,15,13,13,1,0
1187,841,816,166,22,22,1,0
1188,842,1,1,2,2,2,22
1189,842,2,4,6,6,2,15
1190,842,3,131,9,9,2,0
1191,842,4,6,5,5,2,20
1192,842,5,205,19,19,2,0
1193,842,10,166,21,21,2,0
1194,842,13,6,7,7,2,16
1195,842,15,205,20,20,2,0
1196,842,16,10,17,17,2,2
1197,842,17,9,3,3,2,22
1198,842,18,1,4,4,2,26
1199,842,20,9,1,1,2,50
1200,842,22,3,15,15,2,0
1201,842,24,164,23,23,2,0
1202,842,30,131,11,11,2,2
1203,842,39,164,24,24,2,0
1204,842,67,5,12,12,2,4
1205,842,153,5,13,13,2,0
1206,842,155,15,10,10,2,6
1207,842,808,4,8,8,2,15
1208,842,813,3,18,18,2,0
1209,842,814,10,14,14,2,2
1210,842,815,15,16,16,2,0
1211,842,816,166,22,22,2,0
1212,843,1,1,3,3,17,47
1213,843,2,4,16,16,17,15
1214,843,3,131,4,4,17,10
1215,843,4,6,5,5,17,26
1216,843,5,205,19,19,17,0
1217,843,10,166,22,22,17,0
1218,843,13,6,6,6,17,24
1219,843,15,205,20,20,17,0
1220,843,16,10,11,11,17,2
1221,843,17,9,18,18,17,37
1222,843,18,1,2,2,17,38
1223,843,20,9,1,1,17,68
1224,843,22,3,15,15,17,0
1225,843,24,164,23,23,17,0
1226,843,30,131,14,14,17,6
1227,843,39,164,24,24,17,0
1228,843,67,5,9,9,17,4
1229,843,153,5,7,7,17,0
1230,843,155,15,13,13,17,7
1231,843,808,4,10,10,17,17
1232,843,813,3,17,17,17,0
1233,843,814,10,8,8,17,2
1234,843,815,15,12,12,17,0
1235,843,816,166,21,21,17,0
1236,844,1,1,4,4,5,59
1237,844,2,4,9,9,5,21
1238,844,3,131,3,3,5,20
1239,844,4,6,5,5,5,41
1240,844,5,205,18,18,5,0
1241,844,10,166,21,22,5,0
1242,844,13,6,10,10,5,24
1243,844,15,205,19,19,5,0
1244,844,16,10,12,12,5,2
1245,844,17,9,2,2,5,55
1246,844,18,1,6,6,5,46
1247,844,20,9,1,1,5,93
1248,844,22,3,11,11,5,0
1249,844,24,164,20,21,5,0
1250,844,30,131,8,8,5,6
1251,844,39,164,22,23,5,0
1252,844,67,5,16,16,5,6
1253,844,153,5,17,17,5,0
1254,844,155,15,24,24,5,8
1255,844,808,4,7,7,5,21
1256,844,813,3,14,14,5,0
1257,844,814,10,13,13,5,2
1258,844,815,15,15,15,5,0
1259,844,816,166,23,20,5,0
1260,845,1,1,3,3,4,77
1261,845,2,4,24,24,4,25
1262,845,3,131,7,7,4,26
1263,845,4,6,4,4,4,51
1264,845,5,205,15,15,4,0
1265,845,10,166,20,20,4,0
1266,845,13,6,8,8,4,24
1267,845,15,205,18,18,4,0
1268,845,16,10,17,17,4,2
1269,845,17,9,1,1,4,67
1270,845,18,1,5,5,4,61
1271,845,20,9,2,2,4,118
1272,845,22,3,19,19,4,0
1273,845,24,164,21,21,4,0
1274,845,30,131,10,10,4,14
1275,845,39,164,22,22,4,0
1276,845,67,5,11,11,4,6
1277,845,153,5,13,13,4,0
1278,845,155,15,14,14,4,9
1279,845,808,4,6,6,4,21
1280,845,813,3,9,9,4,0
1281,845,814,10,16,16,4,2
1282,845,815,15,12,12,4,2
1283,845,816,166,23,23,4,0
1284,846,1,1,9,7,6,85
1285,846,2,4,15,16,6,29
1286,846,3,131,7,8,6,26
1287,846,4,6,4,4,6,69
1288,846,5,205,17,18,6,0
1289,846,10,166,20,21,6,0
1290,846,13,6,6,6,6,24
1291,846,15,205,18,19,6,0
1292,846,16,10,14,15,6,8
1293,846,17,9,3,3,6,79
1294,846,18,1,2,2,6,76
1295,846,20,9,1,1,6,143
1296,846,22,3,11,12,6,2
1297,846,24,164,23,24,6,0
1298,846,30,131,5,5,6,14
1299,846,39,164,22,23,6,0
1300,846,67,5,16,17,6,7
1301,846,153,5,19,20,6,0
1302,846,155,15,12,13,6,19
1303,846,808,4,10,11,6,21
1304,846,813,3,8,9,6,0
1305,846,814,10,13,14,6,2
1306,846,815,15,0,10,6,2
1307,846,816,166,21,22,6,0
1308,847,1,1,5,5,7,85
1309,847,2,4,9,9,7,29
1310,847,3,131,6,6,7,26
1311,847,4,6,2,2,7,69
1312,847,5,205,19,20,7,0
1313,847,10,166,21,22,7,0
1314,847,13,6,3,3,7,32
1315,847,15,205,18,19,7,0
1316,847,16,10,14,14,7,8
1317,847,17,9,4,4,7,94
1318,847,18,1,7,7,7,101
1319,847,20,9,1,1,7,161
1320,847,22,3,16,16,7,4
1321,847,24,164,20,21,7,0
1322,847,30,131,8,8,7,26
1323,847,37,15,17,17,7,0
1324,847,39,164,22,23,7,0
1325,847,67,5,15,15,7,8
1326,847,153,5,24,18,7,4
1327,847,155,15,13,13,7,25
1328,847,808,4,10,10,7,31
1329,847,813,3,12,12,7,0
1330,847,814,10,11,11,7,2
1331,847,816,166,23,24,7,0
1332,848,1,1,3,3,12,97
1333,848,2,4,9,9,12,30
1334,848,3,131,7,7,12,32
1335,848,4,6,4,4,12,87
1336,848,5,205,19,19,12,0
1337,848,10,166,21,21,12,0
1338,848,13,6,5,5,12,42
1339,848,15,205,20,20,12,0
1340,848,16,10,10,10,12,10
1341,848,17,9,2,2,12,109
1342,848,18,1,6,6,12,109
1343,848,20,9,1,1,12,186
1344,848,22,3,13,13,12,4
1345,848,24,164,22,22,12,0
1346,848,30,131,8,8,12,26
1347,848,39,164,24,24,12,0
1348,848,67,5,17,17,12,8
1349,848,153,5,18,18,12,8
1350,848,155,15,14,14,12,25
1351,848,808,4,11,11,12,31
1352,848,813,3,15,15,12,0
1353,848,814,10,12,12,12,2
1354,848,815,15,16,16,12,2
1355,848,816,166,23,23,12,0
1356,849,1,1,10,10,9,109
1357,849,2,4,16,16,9,34
1358,849,3,131,9,9,9,40
1359,849,4,6,3,3,9,112
1360,849,5,205,17,17,9,0
1361,849,10,166,20,20,9,0
1362,849,13,6,4,4,9,52
1363,849,15,205,21,21,9,0
1364,849,16,10,11,11,9,10
1365,849,17,9,1,1,9,124
1366,849,18,1,5,5,9,109
1367,849,20,9,2,2,9,204
1368,849,22,3,15,15,9,4
1369,849,24,164,23,23,9,0
1370,849,30,131,13,13,9,28
1371,849,67,5,19,19,9,8
1372,849,153,5,18,18,9,9
1373,849,155,15,8,8,9,25
1374,849,808,4,14,14,9,31
1375,849,813,3,7,7,9,0
1376,849,814,10,6,6,9,2
1377,849,815,15,12,12,9,8
1378,849,816,166,22,22,9,0
1379,849,817,164,24,24,9,0
1380,850,1,1,2,2,20,134
1381,850,2,4,11,11,20,34
1382,850,3,131,6,6,20,46
1383,850,4,6,4,4,20,130
1384,850,5,205,18,19,20,0
1385,850,10,166,19,20,20,0
1386,850,13,6,5,5,20,62
1387,850,16,10,8,8,20,18
1388,850,17,9,1,1,20,139
1389,850,18,1,7,7,20,109
1390,850,20,9,3,3,20,216
1391,850,22,3,14,14,20,4
1392,850,24,164,23,23,20,0
1393,850,30,131,10,10,20,32
1394,850,67,5,24,16,20,8
1395,850,153,5,16,17,20,9
1396,850,155,15,17,18,20,27
1397,850,808,4,9,9,20,32
1398,850,812,205,20,21,20,0
1399,850,813,3,13,13,20,0
1400,850,814,10,12,12,20,2
1401,850,815,15,15,15,20,8
1402,850,816,166,21,22,20,0
1403,850,817,164,22,24,20,0
1404,851,1,1,2,2,11,146
1405,851,2,4,14,14,11,34
1406,851,3,131,7,7,11,48
1407,851,4,6,5,5,11,145
1408,851,5,205,18,19,11,0
1409,851,10,166,20,21,11,0
1410,851,13,6,4,4,11,70
1411,851,15,205,19,20,11,0
1412,851,16,10,8,8,11,18
1413,851,17,9,6,6,11,149
1414,851,18,1,3,3,11,134
1415,851,20,9,1,1,11,234
1416,851,22,3,15,15,11,4
1417,851,24,164,21,22,11,0
1418,851,30,131,9,9,11,32
1419,851,67,5,23,18,11,12
1420,851,153,5,16,16,11,10
1421,851,155,15,13,13,11,27
1422,851,808,4,12,12,11,32
1423,851,813,3,17,17,11,0
1424,851,814,10,11,11,11,8
1425,851,815,15,10,10,11,8
1426,851,816,166,24,24,11,0
1427,851,817,164,22,23,11,0
1428,852,1,1,2,2,13,146
1429,852,3,131,5,5,13,56
1430,852,4,6,8,8,13,157
1431,852,5,205,16,17,13,0
1432,852,10,166,19,20,13,0
1433,852,13,6,4,4,13,74
1434,852,15,205,18,19,13,0
1435,852,16,10,15,15,13,24
1436,852,17,9,3,3,13,167
1437,852,18,1,13,13,13,149
1438,852,20,9,1,1,13,259
1439,852,22,3,14,14,13,4
1440,852,24,164,22,22,13,0
1441,852,30,131,24,24,13,42
1442,852,67,5,11,11,13,12
1443,852,153,5,6,6,13,10
1444,852,155,15,12,12,13,27
1445,852,808,4,10,10,13,34
1446,852,811,4,7,7,13,0
1447,852,813,3,21,16,13,1
1448,852,814,10,17,18,13,8
1449,852,815,15,9,9,13,8
1450,852,816,166,20,21,13,0
1451,852,817,164,23,23,13,0
1452,853,1,1,2,2,14,158
1453,853,3,131,9,9,14,56
1454,853,4,6,4,4,14,172
1455,853,5,205,20,20,14,0
1456,853,10,166,21,21,14,0
1457,853,13,6,6,6,14,82
1458,853,15,205,19,19,14,0
1459,853,16,10,12,12,14,24
1460,853,17,9,5,5,14,167
1461,853,18,1,3,3,14,167
1462,853,20,9,1,1,14,284
1463,853,22,3,13,13,14,4
1464,853,24,164,24,24,14,0
1465,853,30,131,8,8,14,52
1466,853,67,5,16,16,14,13
1467,853,153,5,18,18,14,16
1468,853,155,15,17,17,14,27
1469,853,808,4,7,7,14,34
1470,853,811,4,10,10,14,2
1471,853,813,3,14,14,14,1
1472,853,814,10,11,11,14,12
1473,853,815,15,15,15,14,8
1474,853,816,166,22,22,14,0
1475,853,817,164,23,23,14,0
1476,854,1,1,4,4,15,168
1477,854,3,131,7,7,15,62
1478,854,4,6,5,5,15,184
1479,854,5,205,19,19,15,0
1480,854,10,166,21,21,15,0
1481,854,13,6,6,6,15,84
1482,854,15,205,20,20,15,0
1483,854,16,10,9,9,15,28
1484,854,17,9,2,2,15,182
1485,854,18,1,3,3,15,185
1486,854,20,9,1,1,15,309
1487,854,22,3,12,12,15,4
1488,854,24,164,24,24,15,0
1489,854,30,131,8,8,15,52
1490,854,67,5,14,14,15,13
1491,854,153,5,16,16,15,16
1492,854,155,15,17,17,15,27
1493,854,808,4,18,18,15,34
1494,854,811,4,15,15,15,2
1495,854,813,3,13,13,15,1
1496,854,814,10,10,10,15,20
1497,854,815,15,11,11,15,9
1498,854,816,166,22,22,15,0
1499,854,817,164,23,23,15,0
1500,855,1,1,3,3,22,178
1501,855,3,131,23,23,22,63
1502,855,4,6,5,5,22,202
1503,855,5,205,18,18,22,0
1504,855,10,166,21,21,22,0
1505,855,13,6,4,4,22,90
1506,855,15,205,19,19,22,0
1507,855,16,10,11,11,22,28
1508,855,17,9,6,6,22,194
1509,855,18,1,2,2,22,210
1510,855,20,9,1,1,22,324
1511,855,22,3,13,13,22,4
1512,855,24,164,24,24,22,0
1513,855,30,131,8,7,22,60
1514,855,67,5,15,15,22,13
1515,855,153,5,16,16,22,16
1516,855,155,15,7,10,22,27
1517,855,808,4,10,9,22,36
1518,855,811,4,9,8,22,2
1519,855,813,3,14,14,22,1
1520,855,814,10,12,12,22,20
1521,855,815,15,17,17,22,13
1522,855,816,166,20,20,22,0
1523,855,817,164,22,22,22,0
1524,856,1,1,1,1,35,196
1525,856,3,131,7,7,35,67
1526,856,4,6,6,6,35,212
1527,856,5,205,19,19,35,0
1528,856,10,166,21,21,35,0
1529,856,13,6,5,5,35,98
1530,856,15,205,20,20,35,0
1531,856,16,10,10,10,35,28
1532,856,17,9,4,4,35,209
1533,856,18,1,3,3,35,222
1534,856,20,9,2,2,35,349
1535,856,22,3,18,18,35,4
1536,856,24,164,23,23,35,0
1537,856,30,131,12,12,35,60
1538,856,67,5,13,13,35,15
1539,856,153,5,11,11,35,22
1540,856,155,15,14,14,35,27
1541,856,808,4,8,8,35,36
1542,856,811,4,15,15,35,2
1543,856,813,3,16,16,35,1
1544,856,814,10,9,9,35,21
1545,856,815,15,17,17,35,13
1546,856,816,166,22,22,35,0
1547,856,817,164,24,24,35,0
1548,857,1,1,5,2,68,202
1549,857,3,131,7,7,68,75
1550,857,4,6,3,4,68,227
1551,857,5,205,18,19,68,0
1552,857,10,166,22,24,68,0
1553,857,13,6,6,6,68,98
1554,857,15,205,19,20,68,0
1555,857,16,10,8,8,68,30
1556,857,17,9,2,3,68,221
1557,857,18,1,4,5,68,240
1558,857,20,9,1,1,68,374
1559,857,22,3,15,16,68,4
1560,857,30,131,11,12,68,70
1561,857,39,164,24,22,68,0
1562,857,67,5,9,9,68,15
1563,857,153,5,10,10,68,26
1564,857,155,15,17,18,68,27
1565,857,808,4,16,11,68,36
1566,857,811,4,14,15,68,2
1567,857,813,3,13,14,68,1
1568,857,814,10,12,13,68,21
1569,857,815,15,20,17,68,14
1570,857,816,166,21,23,68,0
1571,857,817,164,23,21,68,0
1572,858,1,1,2,2,24,227
1573,858,3,131,7,7,24,83
1574,858,4,6,5,5,24,245
1575,858,5,205,17,18,24,0
1576,858,10,166,19,20,24,0
1577,858,13,6,6,6,24,108
1578,858,15,205,18,19,24,0
1579,858,16,10,9,9,24,34
1580,858,17,9,4,4,24,233
1581,858,18,1,3,3,24,255
1582,858,20,9,1,1,24,374
1583,858,22,3,24,24,24,4
1584,858,24,164,22,23,24,0
1585,858,30,131,8,8,24,76
1586,858,67,5,13,13,24,15
1587,858,153,5,15,15,24,26
1588,858,155,15,16,16,24,28
1589,858,808,4,12,12,24,36
1590,858,811,4,14,14,24,2
1591,858,813,3,23,17,24,1
1592,858,814,10,10,10,24,23
1593,858,815,15,11,11,24,14
1594,858,816,166,21,22,24,0
1595,858,817,164,20,21,24,0
1596,859,1,1,4,4,18,227
1597,859,3,131,6,6,18,89
1598,859,4,6,5,5,18,257
1599,859,5,205,19,19,18,0
1600,859,10,166,24,24,18,0
1601,859,13,6,7,7,18,118
1602,859,15,205,20,20,18,0
1603,859,16,10,8,8,18,42
1604,859,17,9,2,2,18,258
1605,859,18,1,3,3,18,270
1606,859,20,9,1,1,18,392
1607,859,22,3,12,12,18,4
1608,859,24,164,21,21,18,0
1609,859,30,131,10,10,18,76
1610,859,67,5,14,14,18,15
1611,859,153,5,13,13,18,26
1612,859,155,15,16,16,18,30
1613,859,808,4,15,15,18,37
1614,859,811,4,9,9,18,2
1615,859,813,3,18,18,18,1
1616,859,814,10,11,11,18,27
1617,859,815,15,17,17,18,14
1618,859,816,166,23,23,18,0
1619,859,817,164,22,22,18,0
1620,860,1,1,1,1,1,15
1621,860,3,131,7,7,1,0
1622,860,4,6,12,12,1,10
1623,860,5,207,18,19,1,0
1624,860,8,208,17,18,1,6
1625,860,10,206,20,21,1,0
1626,860,13,6,16,16,1,0
1627,860,17,9,5,5,1,12
1628,860,18,1,2,2,1,25
1629,860,20,9,6,6,1,18
1630,860,30,131,4,4,1,0
1631,860,37,164,0,23,1,0
1632,860,39,164,0,24,1,0
1633,860,154,208,3,3,1,0
1634,860,155,15,13,13,1,8
1635,860,807,10,9,9,1,0
1636,860,808,207,19,20,1,0
1637,860,811,3,14,14,1,0
1638,860,813,3,8,8,1,0
1639,860,814,10,15,15,1,1
1640,860,815,15,22,17,1,4
1641,860,817,5,10,10,1,2
1642,860,818,5,11,11,1,0
1643,860,819,206,21,22,1,0
1644,861,1,1,1,1,2,30
1645,861,3,131,7,8,2,0
1646,861,4,6,8,9,2,35
1647,861,5,207,24,19,2,0
1648,861,8,208,10,5,2,16
1649,861,10,206,20,21,2,0
1650,861,13,6,12,12,2,0
1651,861,17,9,4,4,2,24
1652,861,18,1,2,2,2,25
1653,861,20,9,5,6,2,18
1654,861,30,131,3,3,2,1
1655,861,37,164,22,23,2,0
1656,861,39,164,23,24,2,0
1657,861,154,208,6,7,2,0
1658,861,155,15,17,17,2,8
1659,861,807,10,16,16,2,2
1660,861,808,207,19,20,2,0
1661,861,811,3,13,13,2,8
1662,861,813,3,11,11,2,0
1663,861,814,10,14,14,2,7
1664,861,815,15,9,10,2,22
1665,861,817,5,15,15,2,2
1666,861,818,5,18,18,2,4
1667,861,819,206,21,22,2,0
1668,862,1,1,7,2,17,45
1669,862,3,131,1,1,17,25
1670,862,4,6,9,9,17,37
1671,862,5,207,18,19,17,0
1672,862,8,208,4,5,17,16
1673,862,10,206,20,21,17,0
1674,862,13,6,12,12,17,0
1675,862,17,9,6,7,17,36
1676,862,18,1,5,6,17,43
1677,862,20,9,11,11,17,28
1678,862,30,131,2,3,17,1
1679,862,37,164,22,23,17,0
1680,862,39,164,23,24,17,0
1681,862,154,208,10,10,17,8
