,RaceId,DriverId,ConstructorId,GridNumber,QualifyingPosition,CircuitId,TotalDriverPoints
1682,862,155,15,3,4,17,9
1683,862,807,10,16,16,17,2
1684,862,808,207,19,20,17,0
1685,862,811,3,14,14,17,14
1686,862,813,3,13,13,17,4
1687,862,814,10,15,15,17,7
1688,862,815,15,8,8,17,22
1689,862,817,5,17,17,17,2
1690,862,818,5,24,18,17,4
1691,862,819,206,21,22,17,0
1692,863,1,1,2,2,3,49
1693,863,3,131,5,5,3,35
1694,863,4,6,9,9,3,43
1695,863,5,207,16,16,3,0
1696,863,8,208,11,11,3,34
1697,863,10,206,23,23,3,0
1698,863,13,6,14,14,3,2
1699,863,17,9,3,3,3,48
1700,863,18,1,4,4,3,43
1701,863,20,9,1,1,3,53
1702,863,30,131,22,18,3,2
1703,863,37,164,20,22,3,0
1704,863,39,164,24,24,3,0
1705,863,154,208,7,7,3,23
1706,863,155,15,12,12,3,9
1707,863,807,10,13,13,3,2
1708,863,808,207,18,20,3,0
1709,863,811,3,15,15,3,14
1710,863,813,3,21,17,3,4
1711,863,814,10,10,10,3,15
1712,863,815,15,8,8,3,22
1713,863,817,5,6,6,3,2
1714,863,818,5,17,19,3,4
1715,863,819,206,19,21,3,0
1716,864,1,1,24,1,4,53
1717,864,3,131,6,7,4,41
1718,864,4,6,2,3,4,61
1719,864,5,207,19,20,4,0
1720,864,8,208,4,5,4,49
1721,864,10,206,21,22,4,0
1722,864,13,6,16,17,4,2
1723,864,17,9,11,12,4,48
1724,864,18,1,10,11,4,45
1725,864,20,9,7,8,4,61
1726,864,30,131,8,9,4,2
1727,864,37,164,22,23,4,0
1728,864,39,164,23,24,4,0
1729,864,154,208,3,4,4,35
1730,864,155,15,9,10,4,19
1731,864,807,10,13,14,4,3
1732,864,808,207,18,19,4,0
1733,864,811,3,17,18,4,14
1734,864,813,3,1,2,4,29
1735,864,814,10,12,13,4,15
1736,864,815,15,5,6,4,22
1737,864,817,5,15,16,4,2
1738,864,818,5,14,15,4,4
1739,864,819,206,20,21,4,0
1740,865,1,1,3,4,6,63
1741,865,3,131,2,3,6,59
1742,865,4,6,5,6,6,76
1743,865,5,207,17,18,6,0
1744,865,8,208,8,8,6,51
1745,865,10,206,19,20,6,0
1746,865,13,6,7,7,6,10
1747,865,17,9,1,2,6,73
1748,865,18,1,12,13,6,45
1749,865,20,9,9,10,6,73
1750,865,30,131,6,1,6,2
1751,865,37,164,20,21,6,0
1752,865,39,164,22,23,6,0
1753,865,154,208,4,5,6,35
1754,865,155,15,11,12,6,19
1755,865,807,10,10,11,6,7
1756,865,808,207,18,19,6,0
1757,865,811,3,13,14,6,15
1758,865,813,3,24,9,6,29
1759,865,814,10,14,15,6,21
1760,865,815,15,23,24,6,22
1761,865,817,5,15,16,6,2
1762,865,818,5,16,17,6,4
1763,865,819,206,21,22,6,0
1764,866,1,1,2,2,7,88
1765,866,3,131,5,5,7,67
1766,866,4,6,3,3,7,86
1767,866,5,207,17,18,7,0
1768,866,8,208,12,12,7,55
1769,866,10,206,21,22,7,0
1770,866,13,6,6,6,7,11
1771,866,17,9,4,4,7,79
1772,866,18,1,10,10,7,45
1773,866,20,9,1,1,7,85
1774,866,30,131,9,9,7,2
1775,866,37,164,20,21,7,0
1776,866,39,164,24,24,7,0
1777,866,154,208,7,7,7,53
1778,866,155,15,11,11,7,21
1779,866,807,10,13,13,7,7
1780,866,808,207,18,19,7,0
1781,866,811,3,16,16,7,15
1782,866,813,3,22,17,7,29
1783,866,814,10,8,8,7,21
1784,866,815,15,15,15,7,37
1785,866,817,5,14,14,7,2
1786,866,818,5,19,20,7,4
1787,866,819,206,23,23,7,0
1788,867,1,1,2,2,12,88
1789,867,3,131,6,6,12,75
1790,867,4,6,11,11,12,111
1791,867,5,207,16,16,12,0
1792,867,8,208,5,5,12,73
1793,867,10,206,0,24,12,0
1794,867,13,6,13,13,12,11
1795,867,17,9,19,19,12,91
1796,867,18,1,9,9,12,49
1797,867,20,9,1,1,12,85
1798,867,30,131,12,12,12,17
1799,867,37,164,21,21,12,0
1800,867,39,164,22,22,12,0
1801,867,154,208,4,4,12,53
1802,867,155,15,7,7,12,21
1803,867,807,10,8,8,12,17
1804,867,808,207,20,20,12,0
1805,867,811,3,14,14,12,16
1806,867,813,3,3,3,12,29
1807,867,814,10,10,10,12,27
1808,867,815,15,15,15,12,39
1809,867,817,5,17,17,12,2
1810,867,818,5,18,18,12,4
1811,867,819,206,23,23,12,0
1812,868,1,1,8,8,9,92
1813,868,3,131,11,13,9,75
1814,868,4,6,1,1,9,129
1815,868,5,207,19,20,9,0
1816,868,8,208,6,6,9,83
1817,868,10,206,20,21,9,0
1818,868,13,6,5,5,9,23
1819,868,17,9,2,2,9,116
1820,868,18,1,16,18,9,50
1821,868,20,9,4,4,9,100
1822,868,30,131,3,3,9,23
1823,868,37,164,21,22,9,0
1824,868,39,164,22,23,9,0
1825,868,154,208,9,10,9,61
1826,868,155,15,17,12,9,21
1827,868,807,10,14,9,9,17
1828,868,808,207,18,19,9,0
1829,868,811,3,13,15,9,18
1830,868,813,3,7,7,9,29
1831,868,814,10,10,11,9,27
1832,868,815,15,15,17,9,39
1833,868,817,5,12,14,9,2
1834,868,818,5,23,16,9,4
1835,868,819,206,24,24,9,0
1836,869,1,1,7,8,10,92
1837,869,3,131,21,17,10,76
1838,869,4,6,1,1,10,154
1839,869,5,207,16,19,10,0
1840,869,8,208,10,10,10,98
1841,869,10,206,22,22,10,0
1842,869,13,6,13,14,10,23
1843,869,17,9,8,3,10,120
1844,869,18,1,6,7,10,68
1845,869,20,9,2,2,10,110
1846,869,30,131,3,4,10,29
1847,869,37,164,23,23,10,0
1848,869,39,164,24,24,10,0
1849,869,154,208,19,15,10,61
1850,869,155,15,12,13,10,33
1851,869,807,10,4,5,10,19
1852,869,808,207,18,20,10,0
1853,869,811,3,14,16,10,18
1854,869,813,3,5,6,10,29
1855,869,814,10,9,9,10,27
1856,869,815,15,17,12,10,47
1857,869,817,5,11,11,10,2
1858,869,818,5,15,18,10,4
1859,869,819,206,20,21,10,0
1860,870,1,1,1,1,11,117
1861,870,3,131,13,13,11,77
1862,870,4,6,6,6,11,164
1863,870,5,207,19,19,11,0
1864,870,8,208,5,5,11,116
1865,870,10,206,22,22,11,0
1866,870,13,6,7,7,11,25
1867,870,17,9,11,11,11,124
1868,870,18,1,4,4,11,76
1869,870,20,9,3,3,11,122
1870,870,30,131,17,17,11,29
1871,870,37,164,23,23,11,0
1872,870,39,164,24,24,11,0
1873,870,154,208,2,2,11,76
1874,870,155,15,15,15,11,33
1875,870,807,10,10,10,11,19
1876,870,808,207,20,20,11,0
1877,870,811,3,9,9,11,24
1878,870,813,3,8,8,11,29
1879,870,814,10,12,12,11,27
1880,870,815,15,14,14,11,47
1881,870,817,5,18,18,11,2
1882,870,818,5,16,16,11,4
1883,870,819,206,21,21,11,0
1884,871,1,1,7,8,13,117
1885,871,3,131,23,18,13,77
1886,871,4,6,5,6,13,164
1887,871,5,207,18,19,13,0
1888,871,8,208,3,4,13,131
1889,871,10,206,20,21,13,0
1890,871,13,6,14,14,13,35
1891,871,17,9,12,7,13,132
1892,871,18,1,1,1,13,101
1893,871,20,9,10,11,13,140
1894,871,30,131,13,13,13,35
1895,871,37,164,21,22,13,0
1896,871,39,164,24,24,13,0
1897,871,154,208,8,9,13,76
1898,871,155,15,2,2,13,33
1899,871,807,10,11,12,13,31
1900,871,808,207,19,20,13,0
1901,871,811,3,17,17,13,24
1902,871,813,3,6,3,13,29
1903,871,814,10,9,10,13,28
1904,871,815,15,4,5,13,47
1905,871,817,5,16,16,13,4
1906,871,818,5,15,15,13,8
1907,871,819,206,22,23,13,0
1908,872,1,1,1,1,14,142
1909,872,3,131,6,7,14,83
1910,872,4,6,10,10,14,179
1911,872,5,207,17,18,14,0
1912,872,8,208,7,8,14,141
1913,872,10,206,19,20,14,0
1914,872,13,6,3,3,14,47
1915,872,17,9,11,11,14,132
1916,872,18,1,2,2,14,101
1917,872,20,9,5,6,14,140
1918,872,30,131,4,5,14,43
1919,872,37,164,23,23,14,0
1920,872,39,164,21,22,14,0
1921,872,155,15,8,9,14,35
1922,872,807,10,24,24,14,31
1923,872,808,207,18,19,14,0
1924,872,811,3,13,14,14,25
1925,872,813,3,22,12,14,29
1926,872,814,10,9,4,14,32
1927,872,815,15,12,13,14,65
1928,872,816,208,15,16,14,0
1929,872,817,5,14,15,14,4
1930,872,818,5,16,17,14,8
1931,872,819,206,20,21,14,0
1932,873,1,1,1,1,15,142
1933,873,3,131,10,10,15,93
1934,873,4,6,5,5,15,194
1935,873,5,207,19,20,15,0
1936,873,8,208,12,12,15,149
1937,873,10,206,20,21,15,0
1938,873,13,6,13,13,15,51
1939,873,17,9,7,7,15,132
1940,873,18,1,4,4,15,119
1941,873,20,9,3,3,15,165
1942,873,30,131,9,9,15,43
1943,873,37,164,24,24,15,0
1944,873,39,164,23,23,15,0
1945,873,154,208,8,8,15,82
1946,873,155,15,17,18,15,35
1947,873,807,10,11,11,15,31
1948,873,808,207,18,19,15,0
1949,873,811,3,22,17,15,25
1950,873,813,3,2,2,15,29
1951,873,814,10,6,6,15,44
1952,873,815,15,14,14,15,66
1953,873,817,5,15,15,15,6
1954,873,818,5,16,16,15,8
1955,873,819,206,21,22,15,0
1956,874,1,1,9,9,22,152
1957,874,3,131,13,15,22,93
1958,874,4,6,6,7,22,194
1959,874,5,207,17,19,22,0
1960,874,8,208,7,8,22,157
1961,874,10,206,18,20,22,0
1962,874,13,6,10,11,22,69
1963,874,17,9,2,2,22,134
1964,874,18,1,8,3,22,131
1965,874,20,9,1,1,22,190
1966,874,30,131,23,13,22,43
1967,874,37,164,20,21,22,0
1968,874,39,164,24,24,22,0
1969,874,154,208,4,5,22,82
1970,874,155,15,3,4,22,50
1971,874,807,10,15,10,22,37
1972,874,808,207,22,23,22,0
1973,874,811,3,16,18,22,25
1974,874,813,3,12,14,22,33
1975,874,814,10,11,12,22,44
1976,874,815,15,5,6,22,66
1977,874,817,5,14,16,22,7
1978,874,818,5,19,17,22,8
1979,874,819,206,21,22,22,0
1980,875,1,1,3,3,35,153
1981,875,3,131,9,9,35,93
1982,875,4,6,4,4,35,209
1983,875,5,207,19,20,35,0
1984,875,8,208,5,5,35,167
1985,875,10,206,20,22,35,0
1986,875,13,6,6,6,35,81
1987,875,17,9,1,1,35,152
1988,875,18,1,11,11,35,131
1989,875,20,9,2,2,35,215
1990,875,30,131,10,10,35,43
1991,875,37,164,22,23,35,0
1992,875,39,164,23,24,35,0
1993,875,154,208,7,7,35,88
1994,875,155,15,13,13,35,50
1995,875,807,10,8,8,35,45
1996,875,808,207,18,19,35,0
1997,875,811,3,17,18,35,25
1998,875,813,3,15,15,35,33
1999,875,814,10,14,14,35,44
2000,875,815,15,12,12,35,66
2001,875,817,5,21,16,35,9
2002,875,818,5,16,17,35,12
2003,875,819,206,24,21,35,0
2004,876,1,1,3,3,68,165
2005,876,3,131,10,10,68,93
2006,876,4,6,5,5,68,227
2007,876,5,207,20,20,68,0
2008,876,8,208,7,7,68,173
2009,876,10,206,21,21,68,0
2010,876,13,6,6,6,68,89
2011,876,17,9,2,2,68,167
2012,876,18,1,4,4,68,141
2013,876,20,9,1,1,68,240
2014,876,30,131,14,14,68,43
2015,876,37,164,22,22,68,0
2016,876,39,164,23,23,68,0
2017,876,154,208,11,11,68,90
2018,876,155,15,17,17,68,50
2019,876,807,10,12,12,68,49
2020,876,808,207,19,19,68,0
2021,876,811,3,13,13,68,26
2022,876,813,3,9,9,68,33
2023,876,814,10,16,16,68,44
2024,876,815,15,8,8,68,66
2025,876,817,5,15,15,68,9
2026,876,818,5,18,18,68,12
2027,876,819,206,24,24,68,0
2028,877,1,1,1,1,24,165
2029,877,3,131,7,8,24,93
2030,877,4,6,6,7,24,245
2031,877,5,207,18,19,24,0
2032,877,8,208,4,5,24,198
2033,877,10,206,21,22,24,0
2034,877,13,6,8,9,24,95
2035,877,17,9,2,2,24,167
2036,877,18,1,5,6,24,153
2037,877,20,9,24,3,24,255
2038,877,30,131,13,14,24,43
2039,877,37,164,22,23,24,0
2040,877,39,164,23,24,24,0
2041,877,154,208,9,10,24,90
2042,877,155,15,15,16,24,58
2043,877,807,10,10,11,24,49
2044,877,808,207,20,21,24,0
2045,877,811,3,14,15,24,30
2046,877,813,3,3,4,24,43
2047,877,814,10,12,13,24,46
2048,877,815,15,11,12,24,66
2049,877,817,5,16,17,24,10
2050,877,818,5,17,18,24,12
2051,877,819,206,19,20,24,0
2052,878,1,1,2,2,69,190
2053,878,3,131,17,17,69,93
2054,878,4,6,7,9,69,260
2055,878,5,207,22,22,69,0
2056,878,8,208,4,5,69,206
2057,878,10,206,19,19,69,0
2058,878,13,6,11,7,69,107
2059,878,17,9,3,3,69,167
2060,878,18,1,12,12,69,163
2061,878,20,9,1,1,69,273
2062,878,30,131,5,6,69,43
2063,878,37,164,23,23,69,0
2064,878,39,164,24,24,69,0
2065,878,154,208,8,4,69,96
2066,878,155,15,16,16,69,58
2067,878,807,10,6,8,69,53
2068,878,808,207,21,21,69,0
2069,878,811,3,10,11,69,31
2070,878,813,3,9,10,69,45
2071,878,814,10,13,13,69,46
2072,878,815,15,15,15,69,66
2073,878,817,5,18,18,69,10
2074,878,818,5,14,14,69,12
2075,878,819,206,20,20,69,0
2076,879,1,1,1,1,18,190
2077,879,3,131,9,10,18,93
2078,879,4,6,7,8,18,278
2079,879,5,207,20,20,18,0
2080,879,8,208,8,9,18,207
2081,879,10,206,21,21,18,0
2082,879,13,6,5,5,18,122
2083,879,17,9,3,3,18,179
2084,879,18,1,2,2,18,188
2085,879,20,9,4,4,18,281
2086,879,30,131,13,14,18,49
2087,879,37,164,24,24,18,0
2088,879,39,164,23,23,18,0
2089,879,154,208,18,18,18,96
2090,879,155,15,14,15,18,60
2091,879,807,10,6,7,18,63
2092,879,808,207,19,19,18,0
2093,879,811,3,11,12,18,31
2094,879,813,3,16,6,18,45
2095,879,814,10,10,11,18,46
2096,879,815,15,12,13,18,66
2097,879,817,5,15,16,18,10
2098,879,818,5,17,17,18,16
2099,879,819,206,22,22,18,0
2100,880,1,131,3,3,1,10
2101,880,3,131,6,6,1,0
2102,880,4,6,5,5,1,18
2103,880,8,208,7,7,1,25
2104,880,13,6,4,4,1,12
2105,880,16,10,12,12,1,6
2106,880,17,9,2,2,1,8
2107,880,18,1,10,10,1,2
2108,880,20,9,1,1,1,15
2109,880,154,208,8,8,1,1
2110,880,807,15,11,11,1,0
2111,880,813,3,17,17,1,0
2112,880,814,10,9,9,1,4
2113,880,815,1,15,15,1,0
2114,880,817,5,14,14,1,0
2115,880,818,5,13,13,1,0
2116,880,819,207,22,22,1,0
2117,880,820,206,20,20,1,0
2118,880,821,15,18,18,1,0
2119,880,822,3,16,16,1,0
2120,880,823,207,21,21,1,0
2121,880,824,206,19,19,1,0
2122,881,1,131,4,4,2,25
2123,881,3,131,6,6,2,12
2124,881,4,6,3,3,2,18
2125,881,8,208,10,7,2,31
2126,881,13,6,2,2,2,22
2127,881,16,10,8,9,2,6
2128,881,17,9,5,5,2,26
2129,881,18,1,7,8,2,2
2130,881,20,9,1,1,2,40
2131,881,154,208,11,11,2,9
2132,881,807,15,12,12,2,4
2133,881,813,3,16,16,2,0
2134,881,814,10,15,15,2,4
2135,881,815,1,9,10,2,2
2136,881,817,5,13,13,2,0
2137,881,818,5,17,17,2,1
2138,881,819,207,20,20,2,0
2139,881,820,206,21,21,2,0
2140,881,821,15,14,14,2,0
2141,881,822,3,18,18,2,0
2142,881,823,207,22,22,2,0
2143,881,824,206,19,19,2,0
2144,882,1,131,1,1,17,40
2145,882,3,131,4,4,17,12
2146,882,4,6,3,3,17,43
2147,882,8,208,2,2,17,49
2148,882,13,6,5,5,17,30
2149,882,16,10,13,13,17,6
2150,882,17,9,22,14,17,26
2151,882,18,1,8,8,17,12
2152,882,20,9,9,9,17,52
2153,882,154,208,6,6,17,11
2154,882,807,15,10,10,17,5
2155,882,813,3,14,15,17,0
2156,882,814,10,11,11,17,8
2157,882,815,1,12,12,17,2
2158,882,817,5,7,7,17,6
2159,882,818,5,15,16,17,1
2160,882,819,207,20,21,17,0
2161,882,820,206,19,20,17,0
2162,882,821,15,17,18,17,0
2163,882,822,3,16,17,17,0
2164,882,823,207,21,22,17,0
2165,882,824,206,18,19,17,0
2166,883,1,131,9,4,3,50
2167,883,3,131,1,1,3,14
2168,883,4,6,3,3,3,47
2169,883,8,208,8,9,3,67
2170,883,13,6,4,6,3,30
2171,883,16,10,6,8,3,6
2172,883,17,9,7,5,3,32
2173,883,18,1,10,10,3,13
2174,883,20,9,2,2,3,77
2175,883,154,208,11,11,3,26
2176,883,807,15,14,14,3,5
2177,883,813,3,17,17,3,0
2178,883,814,10,5,7,3,20
2179,883,815,1,12,12,3,10
2180,883,817,5,13,13,3,6
2181,883,818,5,16,16,3,1
2182,883,819,207,18,19,3,0
2183,883,820,206,21,22,3,0
2184,883,821,15,22,18,3,0
2185,883,822,3,15,15,3,0
2186,883,823,207,20,21,3,0
2187,883,824,206,19,20,3,0
2188,884,1,131,2,2,4,50
2189,884,3,131,1,1,4,22
2190,884,4,6,5,5,4,72
2191,884,8,208,4,4,4,85
2192,884,13,6,9,6,4,45
2193,884,16,10,13,13,4,6
2194,884,17,9,7,8,4,42
2195,884,18,1,14,14,4,17
2196,884,20,9,3,3,4,89
2197,884,154,208,6,7,4,26
2198,884,807,15,15,15,4,5
2199,884,813,3,17,18,4,0
2200,884,814,10,10,10,4,26
2201,884,815,1,8,9,4,12
2202,884,817,5,11,11,4,7
2203,884,818,5,12,12,4,1
2204,884,819,207,22,22,4,0
2205,884,820,206,21,21,4,0
2206,884,821,15,19,16,4,0
2207,884,822,3,16,17,4,0
2208,884,823,207,18,19,4,0
2209,884,824,206,20,20,4,0
2210,885,1,131,2,2,6,62
2211,885,3,131,1,1,6,47
2212,885,4,6,6,6,6,78
2213,885,8,208,5,5,6,86
2214,885,13,6,21,22,6,45
2215,885,16,10,8,8,6,16
2216,885,17,9,4,4,6,57
2217,885,18,1,9,9,6,25
2218,885,20,9,3,3,6,107
2219,885,154,208,13,13,6,26
2220,885,807,15,11,11,6,5
2221,885,813,3,16,16,6,0
2222,885,814,10,17,17,6,28
2223,885,815,1,7,7,6,12
2224,885,817,5,12,12,6,7
2225,885,818,5,10,10,6,5
2226,885,819,207,18,18,6,0
2227,885,820,206,22,20,6,0
2228,885,821,15,19,19,6,0
2229,885,822,3,14,14,6,0
2230,885,823,207,15,15,6,0
2231,885,824,206,20,21,6,0
2232,886,1,131,2,2,7,77
2233,886,3,131,4,4,7,57
2234,886,4,6,6,6,7,96
2235,886,8,208,10,9,7,88
2236,886,13,6,16,16,7,49
2237,886,16,10,8,8,7,17
2238,886,17,9,5,5,7,69
2239,886,18,1,14,14,7,25
2240,886,20,9,1,1,7,132
2241,886,154,208,22,19,7,26
2242,886,807,15,9,11,7,5
2243,886,813,3,13,13,7,0
2244,886,814,10,17,17,7,34
2245,886,815,1,12,12,7,12
2246,886,817,5,11,10,7,7
2247,886,818,5,7,7,7,13
2248,886,819,207,18,18,7,0
2249,886,820,206,20,21,7,0
2250,886,821,15,15,15,7,0
2251,886,822,3,3,3,7,0
2252,886,823,207,21,22,7,0
2253,886,824,206,19,20,7,0
2254,887,1,131,1,1,9,89
2255,887,3,131,2,2,9,82
2256,887,4,6,9,10,9,111
2257,887,8,208,8,9,9,98
2258,887,13,6,11,12,9,57
2259,887,16,10,6,7,9,23
2260,887,17,9,4,4,9,87
2261,887,18,1,10,11,9,25
2262,887,20,9,3,3,9,132
2263,887,154,208,7,8,9,26
2264,887,807,15,14,15,9,6
2265,887,813,3,15,16,9,0
2266,887,814,10,21,5,9,36
2267,887,815,1,13,14,9,12
2268,887,817,5,5,6,9,11
2269,887,818,5,12,13,9,13
2270,887,819,207,18,19,9,0
2271,887,820,206,20,22,9,0
2272,887,821,15,17,18,9,0
2273,887,822,3,16,17,9,0
2274,887,823,207,22,21,9,0
2275,887,824,206,19,20,9,0
2276,888,1,131,1,1,20,99
2277,888,3,131,11,11,20,84
2278,888,4,6,8,8,20,123
2279,888,8,208,4,4,20,116
2280,888,13,6,7,7,20,57
2281,888,16,10,15,15,20,23
2282,888,17,9,3,3,20,93
2283,888,18,1,9,9,20,33
2284,888,20,9,2,2,20,157
2285,888,154,208,5,5,20,41
2286,888,807,15,10,10,20,7
2287,888,813,3,18,18,20,0
2288,888,814,10,12,12,20,36
2289,888,815,1,13,13,20,16
2290,888,817,5,6,6,20,11
2291,888,818,5,16,16,20,13
2292,888,819,207,22,19,20,0
2293,888,820,206,21,22,20,0
2294,888,821,15,14,14,20,0
2295,888,822,3,17,17,20,0
2296,888,823,207,20,21,20,0
2297,888,824,206,19,20,20,0
2298,890,1,131,1,1,11,124
2299,890,3,131,4,4,11,84
2300,890,4,6,5,5,11,133
2301,890,8,208,6,6,11,134
2302,890,13,6,7,7,11,61
2303,890,16,10,11,11,11,23
2304,890,17,9,10,10,11,105
2305,890,18,1,13,13,11,39
2306,890,20,9,2,2,11,172
2307,890,154,208,3,3,11,49
2308,890,807,15,12,12,11,7
2309,890,813,3,15,15,11,1
2310,890,814,10,18,18,11,36
2311,890,815,1,9,9,11,18
2312,890,817,5,8,8,11,11
2313,890,818,5,14,14,11,13
2314,890,819,207,19,19,11,0
2315,890,820,206,22,22,11,0
2316,890,821,15,17,17,11,0
2317,890,822,3,16,16,11,0
2318,890,823,207,20,20,11,0
2319,890,824,206,21,21,11,0
2320,891,1,131,1,1,13,139
2321,891,3,131,4,4,13,96
2322,891,4,6,9,9,13,151
2323,891,8,208,8,8,13,134
2324,891,13,6,10,10,13,67
2325,891,16,10,12,12,13,25
2326,891,17,9,3,3,13,115
2327,891,18,1,6,6,13,47
2328,891,20,9,2,2,13,197
2329,891,154,208,7,7,13,53
2330,891,807,15,11,11,13,7
2331,891,813,3,17,17,13,1
2332,891,814,10,5,5,13,36
2333,891,815,1,13,13,13,18
2334,891,817,5,19,19,13,12
2335,891,818,5,18,18,13,13
2336,891,819,207,22,22,13,0
2337,891,820,206,16,16,13,0
2338,891,821,15,21,21,13,0
2339,891,822,3,20,20,13,0
2340,891,823,207,14,14,13,0
2341,891,824,206,15,15,13,0
2342,892,1,131,12,12,14,141
2343,892,3,131,6,6,14,104
2344,892,4,6,5,5,14,169
2345,892,8,208,11,11,14,134
2346,892,13,6,4,4,14,79
2347,892,16,10,17,14,14,25
2348,892,17,9,2,2,14,130
2349,892,18,1,9,9,14,48
2350,892,20,9,1,1,14,222
2351,892,154,208,13,13,14,57
2352,892,807,15,3,3,14,17
2353,892,813,3,14,15,14,1
2354,892,814,10,15,16,14,36
2355,892,815,1,8,8,14,18
2356,892,817,5,7,7,14,18
2357,892,818,5,10,10,14,13
2358,892,819,207,20,20,14,0
2359,892,820,206,22,22,14,0
2360,892,821,15,16,17,14,0
2361,892,822,3,18,18,14,0
2362,892,823,207,19,19,14,0
2363,892,824,206,21,21,14,0
2364,893,1,131,5,5,15,151
2365,893,3,131,2,2,15,116
2366,893,4,6,7,7,15,187
2367,893,8,208,13,13,15,149
2368,893,13,6,6,6,15,87
2369,893,16,10,15,15,15,26
2370,893,17,9,4,4,15,130
2371,893,18,1,8,8,15,54
2372,893,20,9,1,1,15,247
2373,893,154,208,3,3,15,57
2374,893,807,15,11,11,15,19
2375,893,813,3,18,18,15,1
2376,893,814,10,17,17,15,36
2377,893,815,1,14,14,15,22
2378,893,817,5,9,9,15,18
2379,893,818,5,12,12,15,13
2380,893,819,207,19,19,15,0
2381,893,820,206,22,22,15,0
2382,893,821,15,10,10,15,0
2383,893,822,3,16,16,15,0
2384,893,823,207,20,20,15,0
2385,893,824,206,21,21,15,0
2386,894,1,131,2,2,35,161
2387,894,3,131,4,5,35,122
2388,894,4,6,5,6,35,195
2389,894,8,208,9,10,35,167
2390,894,13,6,6,7,35,89
2391,894,16,10,14,14,35,26
2392,894,17,9,13,3,35,130
2393,894,18,1,11,12,35,58
2394,894,20,9,1,1,35,272
2395,894,154,208,3,4,35,72
2396,894,807,15,7,8,35,31
2397,894,813,3,18,18,35,1
2398,894,814,10,15,15,35,36
2399,894,815,1,10,11,35,23
2400,894,817,5,12,13,35,18
2401,894,818,5,16,16,35,13
2402,894,819,207,19,19,35,0
2403,894,820,206,21,22,35,0
2404,894,821,15,8,9,35,0
2405,894,822,3,17,17,35,0
2406,894,823,207,20,20,35,0
2407,894,824,206,22,21,35,0
2408,895,1,131,3,3,22,161
2409,895,3,131,6,6,22,126
2410,895,4,6,8,8,22,207
2411,895,8,208,9,9,22,177
2412,895,13,6,5,5,22,90
2413,895,16,10,22,17,22,26
2414,895,17,9,1,1,22,148
2415,895,18,1,10,10,22,60
2416,895,20,9,2,2,22,297
2417,895,154,208,4,4,22,87
2418,895,807,15,7,7,22,39
2419,895,813,3,15,15,22,1
2420,895,814,10,12,12,22,36
2421,895,815,1,11,11,22,23
2422,895,817,5,16,16,22,18
2423,895,818,5,17,18,22,13
2424,895,819,207,20,20,22,0
2425,895,820,206,18,19,22,0
2426,895,821,15,14,14,22,6
2427,895,822,3,13,13,22,0
2428,895,823,207,19,21,22,0
2429,895,824,206,21,22,22,0
2430,896,1,131,3,3,68,169
2431,896,3,131,2,2,68,144
2432,896,4,6,8,8,68,207
2433,896,8,208,6,6,68,183
2434,896,13,6,5,5,68,102
2435,896,16,10,13,13,68,28
2436,896,17,9,4,4,68,148
2437,896,18,1,10,10,68,60
2438,896,20,9,1,1,68,322
2439,896,154,208,17,17,68,102
2440,896,807,15,7,7,68,39
2441,896,813,3,18,18,68,1
2442,896,814,10,12,12,68,40
2443,896,815,1,9,9,68,33
2444,896,817,5,11,11,68,19
2445,896,818,5,14,14,68,13
2446,896,819,207,21,21,68,0
2447,896,820,206,22,22,68,0
2448,896,821,15,16,16,68,6
2449,896,822,3,15,15,68,0
2450,896,823,207,20,20,68,0
2451,896,824,206,19,19,68,0
2452,897,1,131,4,4,24,175
2453,897,3,131,3,3,24,159
2454,897,4,6,10,11,24,217
2455,897,8,208,22,5,24,183
2456,897,13,6,7,8,24,106
2457,897,16,10,17,18,24,29
2458,897,17,9,1,1,24,166
2459,897,18,1,12,13,24,60
2460,897,20,9,2,2,24,347
2461,897,154,208,6,7,24,114
2462,897,807,15,5,6,24,39
2463,897,813,3,14,15,24,1
2464,897,814,10,11,12,24,48
2465,897,815,1,8,9,24,35
2466,897,817,5,9,10,24,19
2467,897,818,5,13,14,24,13
2468,897,819,207,19,21,24,0
2469,897,820,206,20,22,24,0
2470,897,821,15,16,17,24,6
2471,897,822,3,15,16,24,0
2472,897,823,207,18,19,24,0
2473,897,824,206,21,20,24,0
2474,898,1,131,5,5,69,187
2475,898,3,131,12,14,69,161
2476,898,4,6,6,6,69,227
2477,898,5,208,8,8,69,0
2478,898,13,6,13,15,69,106
2479,898,16,10,16,17,69,29
2480,898,17,9,2,2,69,181
2481,898,18,1,15,13,69,61
2482,898,20,9,1,1,69,372
2483,898,154,208,3,3,69,132
2484,898,807,15,4,4,69,47
2485,898,813,3,17,18,69,1
2486,898,814,10,11,12,69,48
2487,898,815,1,7,7,69,41
2488,898,817,5,10,11,69,19
2489,898,818,5,14,16,69,13
2490,898,819,207,22,21,69,0
2491,898,820,206,21,22,69,0
2492,898,821,15,20,10,69,6
2493,898,822,3,9,9,69,4
2494,898,823,207,18,19,69,0
2495,898,824,206,19,20,69,0
2496,899,1,131,5,5,18,189
2497,899,3,131,2,2,18,171
2498,899,4,6,3,3,18,242
2499,899,5,208,11,11,18,0
2500,899,13,6,9,9,18,112
2501,899,16,10,15,16,18,29
