,RaceIndexId,RaceId,Year,Round,CircuitId,DriverId,ConstructorId,QualifyingPosition,GridNumber,DriverPosition,TotalDriverPoints,ConstructorPoints,ConstructorPosition
223,557,266,1994,10,11,112.0,1.0,14.0,14.0,\N,0.0,17.0,4.0
224,557,266,1994,10,11,94.0,18.0,15.0,15.0,\N,4.0,5.0,10.0
225,557,266,1994,10,11,104.0,29.0,16.0,16.0,14,6.0,8.0,9.0
226,557,266,1994,10,11,110.0,15.0,17.0,17.0,\N,4.0,10.0,8.0
227,557,266,1994,10,11,103.0,27.0,18.0,18.0,10,4.0,11.0,6.0
228,557,266,1994,10,11,81.0,29.0,19.0,19.0,\N,2.0,8.0,9.0
229,557,266,1994,10,11,105.0,18.0,20.0,20.0,7,1.0,5.0,10.0
230,557,266,1994,10,11,100.0,33.0,21.0,21.0,8,2.0,2.0,11.0
231,557,266,1994,10,11,70.0,32.0,22.0,22.0,13,0.0,0.0,12.0
232,557,266,1994,10,11,101.0,31.0,23.0,23.0,11,0.0,0.0,13.0
233,557,266,1994,10,11,65.0,32.0,24.0,24.0,\N,0.0,0.0,12.0
234,557,266,1994,10,11,106.0,33.0,25.0,25.0,9,0.0,2.0,11.0
235,557,266,1994,10,11,111.0,31.0,26.0,26.0,\N,0.0,0.0,13.0
236,558,267,1994,11,13,22.0,17.0,1.0,1.0,\N,10.0,14.0,5.0
237,558,267,1994,11,13,30.0,22.0,2.0,2.0,\N,76.0,85.0,1.0
238,558,267,1994,11,13,71.0,3.0,3.0,3.0,1,55.0,62.0,2.0
239,558,267,1994,11,13,56.0,17.0,4.0,4.0,13,1.0,14.0,5.0
240,558,267,1994,11,13,55.0,6.0,5.0,5.0,\N,19.0,52.0,3.0
241,558,267,1994,11,13,50.0,22.0,6.0,6.0,3,8.0,85.0,1.0
242,558,267,1994,11,13,14.0,3.0,7.0,7.0,4,7.0,62.0,2.0
243,558,267,1994,11,13,57.0,1.0,8.0,8.0,2,14.0,23.0,4.0
244,558,267,1994,11,13,49.0,15.0,9.0,9.0,\N,5.0,10.0,8.0
245,558,267,1994,11,13,94.0,18.0,10.0,10.0,8,4.0,5.0,10.0
246,558,267,1994,11,13,77.0,6.0,11.0,11.0,\N,27.0,52.0,3.0
247,558,267,1994,11,13,87.0,25.0,12.0,12.0,5,8.0,13.0,6.0
248,558,267,1994,11,13,84.0,1.0,13.0,13.0,\N,9.0,23.0,4.0
249,558,267,1994,11,13,81.0,29.0,14.0,14.0,6,3.0,9.0,9.0
250,558,267,1994,11,13,110.0,15.0,15.0,15.0,\N,4.0,10.0,8.0
251,558,267,1994,11,13,103.0,27.0,16.0,16.0,10,4.0,11.0,7.0
252,558,267,1994,11,13,44.0,27.0,17.0,17.0,7,7.0,11.0,7.0
253,558,267,1994,11,13,105.0,18.0,18.0,18.0,9,1.0,5.0,10.0
254,558,267,1994,11,13,112.0,33.0,19.0,19.0,\N,0.0,2.0,11.0
255,558,267,1994,11,13,65.0,32.0,20.0,20.0,12,0.0,0.0,12.0
256,558,267,1994,11,13,101.0,31.0,21.0,21.0,\N,0.0,0.0,13.0
257,558,267,1994,11,13,100.0,33.0,22.0,22.0,\N,2.0,2.0,11.0
258,558,267,1994,11,13,79.0,25.0,23.0,23.0,\N,5.0,13.0,6.0
259,558,267,1994,11,13,104.0,29.0,24.0,24.0,\N,6.0,9.0,9.0
260,558,267,1994,11,13,111.0,31.0,25.0,25.0,11,0.0,0.0,13.0
261,558,267,1994,11,13,113.0,32.0,26.0,26.0,\N,0.0,0.0,12.0
262,559,268,1994,12,14,55.0,6.0,1.0,1.0,\N,19.0,58.0,3.0
263,559,268,1994,12,14,77.0,6.0,2.0,2.0,2,33.0,58.0,3.0
264,559,268,1994,12,14,71.0,3.0,3.0,3.0,1,65.0,73.0,2.0
265,559,268,1994,12,14,65.0,32.0,4.0,4.0,\N,0.0,0.0,12.0
266,559,268,1994,12,14,14.0,3.0,5.0,5.0,6,8.0,73.0,2.0
267,559,268,1994,12,14,44.0,27.0,6.0,6.0,10,7.0,11.0,7.0
268,559,268,1994,12,14,57.0,1.0,7.0,7.0,3,18.0,29.0,4.0
269,559,268,1994,12,14,110.0,15.0,8.0,8.0,\N,4.0,10.0,8.0
